TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,RAuto,RAutoB,RTele,REnd,RPen,BTot,BAuto,BAutoB,BTele,BEnd,BPen,R1Sur,R2Sur,B1Sur,B2Sur,
1617velv-mo-q3-Q-1,Q-1,40-30 R,8856,5905,0,10123,8461,0,40,0,0,40,0,0,30,30,0,0,0,0,false,false,false,false,
1617velv-mo-q3-Q-2,Q-2,85-90 B,6168,11783,0,9956,11678,0,85,70,0,15,0,0,90,60,0,30,0,0,false,false,false,false,
1617velv-mo-q3-Q-3,Q-3,75-113 B,12077,10681,0,6929,5907,0,75,5,0,30,0,40,113,60,0,53,0,0,false,false,false,false,
1617velv-mo-q3-Q-4,Q-4,80-60 R,4964,5906,0,5908,5893,0,80,40,0,40,0,0,60,55,0,5,0,0,false,false,false,false,
1617velv-mo-q3-Q-5,Q-5,142-0 R,4211,9956,0,5905,12077,0,142,60,0,42,40,0,0,0,0,0,0,0,false,false,true,false,
1617velv-mo-q3-Q-6,Q-6,36-35 R,10681,11678,0,5893,5906,0,36,5,0,31,0,0,35,10,0,15,10,0,true,false,true,false,
1617velv-mo-q3-Q-7,Q-7,140-120 R,11783,4964,0,4211,5905,0,140,30,0,60,40,10,120,45,0,75,0,0,true,false,false,false,
1617velv-mo-q3-Q-8,Q-8,47-60 B,6168,5907,0,5908,5906,0,47,35,0,12,0,0,60,30,0,30,0,0,false,false,false,true,
1617velv-mo-q3-Q-9,Q-9,175-60 R,6929,9956,0,8461,5893,0,175,60,0,75,40,0,60,30,0,10,20,0,false,false,false,false,
1617velv-mo-q3-Q-10,Q-10,22-30 B,5907,5908,0,11783,8856,0,22,0,0,22,0,0,30,10,0,20,0,0,false,false,false,false,
1617velv-mo-q3-Q-11,Q-11,15-90 B,10681,5905,0,9956,6168,0,15,5,0,10,0,0,90,35,0,45,10,0,false,false,true,false,
1617velv-mo-q3-Q-12,Q-12,170-12 R,6929,4211,0,5907,5906,0,170,80,0,90,0,0,12,0,0,12,0,0,false,false,true,false,
1617velv-mo-q3-Q-13,Q-13,70-155 B,8461,5908,0,4964,5893,0,70,60,0,10,0,0,155,70,0,45,40,0,false,true,false,true,
1617velv-mo-q3-Q-14,Q-14,45-85 B,5906,5905,0,9956,5907,0,45,5,0,40,0,0,85,45,0,0,40,0,false,false,false,false,
1617velv-mo-q3-Q-15,Q-15,125-95 R,6929,11783,0,6168,4964,0,125,40,0,85,0,0,95,0,0,55,40,0,false,false,false,false,
1617velv-mo-q3-Q-16,Q-16,30-100 B,8461,5908,0,4211,10681,0,30,0,0,30,0,0,100,100,0,0,0,0,false,false,false,false,
1617velv-mo-q3-Q-17,Q-17,130-205 B,8856,6168,0,5893,4964,0,130,90,0,40,0,0,205,30,0,35,40,100,false,true,false,true,
1617velv-mo-q3-Q-18,Q-18,70-45 R,8461,6929,0,11783,5906,0,70,15,0,55,0,0,45,10,0,35,0,0,false,true,false,false,
1617velv-mo-q3-Q-19,Q-19,13-175 B,5907,5893,0,6168,4211,0,13,0,0,13,0,0,175,60,0,115,0,0,false,false,false,false,
1617velv-mo-q3-Q-20,Q-20,135-80 R,4964,10681,0,9956,8856,0,135,30,0,65,40,0,80,30,0,10,40,0,false,false,false,false,
1617velv-mo-q3-Q-21,Q-21,185-35 R,4211,6929,0,5905,5908,0,185,70,0,115,0,0,35,5,0,30,0,0,true,false,false,false,
1617velv-mo-q3-Q-22,Q-22,95-10 R,9956,5893,0,10681,11783,0,95,15,0,40,40,0,10,10,0,0,0,0,true,false,false,false,
