TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-vanod2,10162,PingPongs,1,10,182,192,5,WC,
1516resq-vanod2,7278,LibraryBots,2,10,147,99,5,W1,
1516resq-vanod2,519,ED Too,3,10,126,159,5,FC,
1516resq-vanod2,8702,Grey Jedi,4,10,121,116,5,SC,
1516resq-vanod2,10516,Centreville Robotics 3,5,8,101,192,5,SC,
1516resq-vanod2,6700,X BOTS,6,8,101,116,5,F1,
1516resq-vanod2,10014,Team Overrride,7,6,140,83,5,,
1516resq-vanod2,9131,Raiderbots,8,6,127,162,5,S1,
1516resq-vanod2,6341,IBEX,9,6,97,75,5,,
1516resq-vanod2,33,Enigma,10,6,96,83,5,S1,
1516resq-vanod2,226,OHS 623 FTC Team 1,11,6,64,39,5,,
1516resq-vanod2,7844,Blue Devils,12,4,182,75,5,W2,
1516resq-vanod2,7969,CyByrds,13,4,123,92,5,,
1516resq-vanod2,369,OHS 623 FTC Team 2,14,4,116,54,5,,
1516resq-vanod2,194,ILITE Robotics,15,4,114,75,5,F2,
1516resq-vanod2,6652,Hipster Robotics,16,4,62,52,5,,
1516resq-vanod2,7394,CyberHackers,17,2,110,111,5,,
1516resq-vanod2,6408,Falcons Robotics,18,2,98,126,5,,
1516resq-vanod2,4592,Nuts and Bolts,19,2,92,32,5,,
1516resq-vanod2,5262,ILITE Robotics,20,2,84,52,5,S2,
1516resq-vanod2,6633,Panthers,21,2,80,41,5,,
1516resq-vanod2,10414,Centreville Robotics 2,22,0,117,32,5,S2,
1516resq-vanod2,10442,Iron Giants,23,0,106,32,5,,
