TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-vasw,3749,Even More Coyotes,1,10,159,197,5,WC,
1516resq-vasw,8597,Gizmo Gurus,2,10,106,78,5,SC,
1516resq-vasw,10395,Rockin' R Robotics,3,8,113,120,5,FC,
1516resq-vasw,10358,Squatch Watch,4,8,92,120,5,W1,
1516resq-vasw,7090,First Appalachian Robotics,5,6,168,120,5,S1,
1516resq-vasw,5414,Tri Robotics,6,6,155,121,5,F1,
1516resq-vasw,5444,Duck-Tech,7,6,145,197,5,SC,
1516resq-vasw,7177,Robotic Rebel Raptors,8,6,138,138,5,S2,
1516resq-vasw,10706,Metal Minds,9,6,130,112,5,S1,
1516resq-vasw,10551,Fuzion,10,6,124,98,5,,
1516resq-vasw,8094,Robotic Rampage,11,6,114,78,5,,
1516resq-vasw,7217,Mechanicats,12,6,100,203,5,,
1516resq-vasw,10795,RAMDROIDS,13,4,167,85,5,F2,
1516resq-vasw,10807,Mission Possible,14,4,151,120,5,,
1516resq-vasw,965,More Coyotes,15,4,146,203,5,W2,
1516resq-vasw,2940,Wave Riders,16,4,97,78,5,,
1516resq-vasw,257,Cougarbotics,17,4,43,28,5,,
1516resq-vasw,3477,Geeks in Just Their Underpants,18,2,135,56,5,,
1516resq-vasw,8619,Cerebrum Bellatorum,19,2,130,56,5,,
1516resq-vasw,4924,Tuxedo Pandas,20,2,126,81,5,S2,
1516resq-vasw,8652,Warriors,21,2,121,66,5,,
1516resq-vasw,4417,The Venom,22,2,74,121,5,,
1516resq-vasw,8498,The Evil Purple Sox,23,0,60,24,5,,
