TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-txki,6566,Circuit Breakers,1,10,185,72,5,SC,
1516resq-txki,2927,Cold Steel,2,10,122,94,5,SC,
1516resq-txki,4798,"Robuffs ""Dough Boys""",3,8,133,72,5,FC,
1516resq-txki,10143,TBD,4,8,127,83,5,WC,
1516resq-txki,3697,Devastatorz,5,6,149,61,5,F1,
1516resq-txki,4707,The Bro-Bots,6,6,139,177,5,W1,
1516resq-txki,9403,Res-Q Beez,7,6,117,64,5,,
1516resq-txki,8425,Divastatorz,8,6,110,177,5,S1,
1516resq-txki,10657,Error 409: Conflict,9,6,96,46,5,,
1516resq-txki,4524,The Mob,10,6,93,81,5,,
1516resq-txki,10073,Legendary Llamas,11,6,84,130,5,,
1516resq-txki,5683,R2-DCrew,12,6,76,130,5,,
1516resq-txki,7172,Technical Difficulties,13,4,194,94,5,S1,
1516resq-txki,9886,Fearfully and Wonderfully Made Robotics,14,4,107,41,5,,
1516resq-txki,9161,Overload,15,4,96,73,5,,
1516resq-txki,4812,Florence Buffaloes -Team One,16,2,143,63,5,,
1516resq-txki,9377,Lady ROBUFFS,17,2,87,39,5,,
1516resq-txki,6728,team pandamonium,18,0,170,63,5,,
1516resq-txki,9402,Hive Res-Q,19,0,132,61,5,,
1516resq-txki,8203,FishBots,20,0,104,42,5,,
