TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-txhf,6455,MoHawk Warriors Orange,1,10,347,237,5,WC,
1516resq-txhf,10479,Talon Industries,2,10,332,205,5,W1,
1516resq-txhf,8838,El Lago Robotics,3,10,279,136,5,FC,
1516resq-txhf,3674,AggieBots,4,10,162,91,5,SC,
1516resq-txhf,9839,Engineers of Olympus,5,8,333,132,5,SC,
1516resq-txhf,8668,Error 404: Team Name Not Found,6,8,263,161,5,F2,
1516resq-txhf,8366,Dragon Domination,7,6,353,125,5,S1,
1516resq-txhf,4454,Mohawk Warriors Green,8,6,309,132,5,W2,
1516resq-txhf,10753,G3,9,6,269,137,5,,
1516resq-txhf,6678,Pirate Robotics,10,6,255,127,5,S1,
1516resq-txhf,4641,RoboSharks,11,6,251,108,5,S2,
1516resq-txhf,10832,Talon,12,6,154,109,5,,
1516resq-txhf,10726,The Dream Team,13,4,299,125,5,,
1516resq-txhf,7788,Travis Middle School Robotics,14,4,283,165,5,,
1516resq-txhf,8821,Team 8821,15,4,250,237,5,F1,
1516resq-txhf,4455,MoHawk Warriors Red,16,4,226,74,5,,
1516resq-txhf,10056,Momentum-3,17,4,213,103,5,,
1516resq-txhf,5738,MoHawk Warriors Blue,18,4,191,161,5,,
1516resq-txhf,6732,MoHawk Warriors Purple,19,4,137,79,5,S2,
1516resq-txhf,5739,MoHawk Warriors Pink,20,4,118,133,5,,
1516resq-txhf,6510,CyberSharks,21,4,117,88,5,,
1516resq-txhf,10831,Falcons,22,2,276,94,5,,
1516resq-txhf,8897,FIRST Class Robotics,23,2,199,62,5,,
1516resq-txhf,10055,Momentum-2,24,2,175,52,5,,
1516resq-txhf,10354,Momentum-4,25,2,132,37,5,,
1516resq-txhf,10054,Momentum-1,26,2,130,135,5,,
1516resq-txhf,8790,MoHawk Elites,27,2,130,113,5,,
1516resq-txhf,9840,Royal Robotics,28,2,122,51,5,,
1516resq-txhf,8080,IronClad,29,2,109,40,5,,
