TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-cancmp,5009,Helios,1,10,184,171,5,FC,
1516resq-cancmp,3491,FIX IT,2,8,169,212,4,WC,
1516resq-cancmp,10544,Cyber Eagles,3,8,102,86,5,F1,
1516resq-cancmp,10015,SWAT Bots Minions,4,6,196,86,5,W1,
1516resq-cancmp,10036,Tiger Terminators,5,6,122,140,5,SC,
1516resq-cancmp,521,BSS Bots of Thunder,6,4,220,212,5,S1,
1516resq-cancmp,10325,Wolvo-Bot,7,4,180,170,5,SC,
1516resq-cancmp,8038,Velocity,8,4,156,72,5,S1,
1516resq-cancmp,9555,X-Robots,9,4,130,171,5,,
1516resq-cancmp,8288,Thurber3,10,4,111,75,5,,
1516resq-cancmp,8287,Thurber1,11,4,97,86,5,,
1516resq-cancmp,5424,Blake Cores Team,12,4,93,86,5,,
1516resq-cancmp,10049,URL,13,4,90,80,5,,
1516resq-cancmp,8289,Thurber4,14,4,62,110,5,,
1516resq-cancmp,5425,404 Team Name Not Found,15,4,55,33,5,,
1516resq-cancmp,9726,BSS Thunder Bots,16,2,193,96,5,,
1516resq-cancmp,4169,Space Cadets,17,2,87,60,5,,
