TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,BTot,
1617velv-md-dc2-Q-1,Q-1,5-35 B,4451,11896,0,11552,6029,0,5,35,
1617velv-md-dc2-Q-2,Q-2,70-35 R,6417,8582,0,9799,10025,0,70,35,
1617velv-md-dc2-Q-3,Q-3,50-13 R,10492,5225,0,10145,10929,0,50,13,
1617velv-md-dc2-Q-4,Q-4,10-105 B,11695,9802,0,4234,5014,0,10,105,
1617velv-md-dc2-Q-5,Q-5,7-125 B,4218,9770,0,4318,10145,0,7,125,
1617velv-md-dc2-Q-6,Q-6,43-57 B,5014,6029,0,4234,8582,0,43,57,
1617velv-md-dc2-Q-7,Q-7,30-63 B,11695,5225,0,4218,11896,0,30,63,
1617velv-md-dc2-Q-8,Q-8,41-70 B,10929,10025,0,4318,11552,0,41,70,
1617velv-md-dc2-Q-9,Q-9,35-5 R,6417,9802,0,10492,9770,0,35,5,
1617velv-md-dc2-Q-10,Q-10,1-111 B,9799,4218,0,4451,5014,0,1,111,
1617velv-md-dc2-Q-11,Q-11,15-10 R,9802,10145,0,11896,10025,0,15,10,
1617velv-md-dc2-Q-12,Q-12,75-55 R,4318,10492,0,11695,4451,0,75,55,
1617velv-md-dc2-Q-13,Q-13,60-25 R,9799,9770,0,6029,10929,0,60,25,
1617velv-md-dc2-Q-14,Q-14,70-45 R,5225,4234,0,11552,6417,0,70,45,
1617velv-md-dc2-Q-15,Q-15,110-15 R,8582,4451,0,10929,9802,0,110,15,
1617velv-md-dc2-Q-16,Q-16,50-65 B,6029,10145,0,11695,6417,0,50,65,
1617velv-md-dc2-Q-17,Q-17,90-105 B,11896,4318,0,4234,9799,0,90,105,
1617velv-md-dc2-Q-18,Q-18,45-70 B,10025,5014,0,9770,5225,0,45,70,
1617velv-md-dc2-Q-19,Q-19,20-25 B,4218,11552,0,10492,8582,0,20,25,
1617velv-md-dc2-Q-20,Q-20,10-120 B,10929,11896,0,6417,5014,0,10,120,
1617velv-md-dc2-Q-21,Q-21,75-20 R,9770,4451,0,8582,11695,0,75,20,
1617velv-md-dc2-Q-22,Q-22,80-55 R,9802,6029,0,5225,4318,0,80,55,
1617velv-md-dc2-Q-23,Q-23,85-25 R,4234,10025,0,10492,4218,0,85,25,
1617velv-md-dc2-Q-24,Q-24,60-95 B,10145,11552,0,9799,9802,0,60,95,
1617velv-md-dc2-SF-1-1,SF-1-1,120-85 R,4234,9799,0,4318,5225,0,120,85,
1617velv-md-dc2-SF-2-1,SF-2-1,85-90 B,6417,6029,0,8582,4451,0,85,90,
1617velv-md-dc2-SF-1-2,SF-1-2,65-85 B,4234,9799,0,4318,5225,0,65,85,
1617velv-md-dc2-SF-2-2,SF-2-2,95-110 B,6417,6029,0,8582,4451,0,95,110,
1617velv-md-dc2-SF-1-3,SF-1-3,55-105 B,4234,9799,0,4318,5225,0,55,105,
1617velv-md-dc2-F-1,F-1,60-55 R,4318,5225,0,8582,4451,0,60,55,
1617velv-md-dc2-F-2,F-2,50-60 B,4318,5225,0,8582,4451,0,50,60,
1617velv-md-dc2-F-3,F-3,115-25 R,4318,5225,0,8582,4451,0,115,25,
