TournamentCode,Num,Name,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-md-an2,2818,G-FORCE,1,10,501,285,5,WC,1.00,174.9,148.8,
1617velv-md-an2,3113,Some Disassembly Required,2,8,250,155,5,SC,0.80,50.2,46.5,
1617velv-md-an2,8143,Jagged Edge,3,8,145,95,5,FC,0.80,35.9,37.2,
1617velv-md-an2,8645,Robotic Doges,4,7,423,150,5,W1,0.70,121.3,101.2,
1617velv-md-an2,9338,Lightning Coalition Robotics,5,7,239,120,5,SC,0.70,30.6,33.2,
1617velv-md-an2,6264,Giraffe,6,7,175,70,5,F2,0.70,23.1,23.5,
1617velv-md-an2,8221,CUBIX^3,7,6,430,120,5,F1,0.60,77.1,66.2,
1617velv-md-an2,365,MOE (The Miracle Workerz),8,6,247,225,5,W2,0.60,46.8,48.6,
1617velv-md-an2,4240,4-H Techno Clovers,9,6,171,155,5,S2,0.60,48.6,46.6,
1617velv-md-an2,10778,JAG,10,6,151,150,5,,0.60,-6.0,8.5,
1617velv-md-an2,10216,SpiderByte,11,6,147,170,5,S2,0.60,12.7,19.8,
1617velv-md-an2,11553,Absolute Control Jr.,12,6,121,85,5,,0.60,45.0,38.3,
1617velv-md-an2,9799,Ingenerds,13,5,425,160,5,S1,0.50,77.6,67.8,
1617velv-md-an2,12063,The Mandelbots,14,5,229,85,5,S1,0.50,37.9,34.8,
1617velv-md-an2,11533,Ignite,15,4,355,285,5,,0.40,23.8,32.9,
1617velv-md-an2,6266,Steel Stangs,16,4,313,160,5,,0.40,24.3,29.5,
1617velv-md-an2,11525,Minerva's Mechanics,17,4,226,180,5,,0.40,19.9,24.5,
1617velv-md-an2,2897,Bearly Awake,18,4,200,100,5,,0.40,21.2,24.4,
1617velv-md-an2,11695,tbd,19,4,181,120,5,,0.40,5.1,14.6,
1617velv-md-an2,9530,Gunston Herons,20,4,171,135,5,,0.40,3.9,11.5,
1617velv-md-an2,6262,Mustangs,21,3,231,145,5,,0.30,31.4,32.1,
1617velv-md-an2,11552,tbd,22,2,270,175,5,,0.20,3.8,12.3,
1617velv-md-an2,10145,The Hive,23,2,139,75,5,,0.20,12.1,13.8,
1617velv-md-an2,6263,Meta GAME,24,1,174,60,5,,0.10,6.9,10.0,
1617velv-md-an2,6265,The Scurvy Dogs,25,0,196,110,5,,0.00,-2.1,6.3,
