TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-sccmp,8946,Chabotic,1,8,165,192,5,SC,
1516resq-sccmp,10021,The Red Legion,2,8,86,225,5,SC,
1516resq-sccmp,9461,Full Metal Jackets,3,8,71,200,5,FC,
1516resq-sccmp,8477,Rohming Robots,4,6,210,225,5,WC,
1516resq-sccmp,208,KC Robotics Team,5,6,134,89,5,,
1516resq-sccmp,772,Caveman with Rock,6,6,125,192,5,S1,
1516resq-sccmp,327,Cloud 8,7,6,118,207,5,,
1516resq-sccmp,3641,PPS Robotics,8,6,91,200,5,F1,
1516resq-sccmp,9460,Won & Done,9,6,84,116,5,W1,
1516resq-sccmp,6170,Starbots Robotics,10,6,82,224,5,,
1516resq-sccmp,673,Subatomic Tomahawks,11,6,79,207,5,,
1516resq-sccmp,753,The Greenvillains,12,6,70,95,5,S1,
1516resq-sccmp,10222,PPS Robotics B,13,4,126,100,5,,
1516resq-sccmp,378,Eagle Bots,14,4,91,57,5,,
1516resq-sccmp,10558,E404,15,4,60,30,5,,
1516resq-sccmp,9121,Falcon Force,16,2,141,66,5,,
1516resq-sccmp,8299,Techno Droids,17,2,67,160,5,,
1516resq-sccmp,6015,ROBOCATS,18,2,50,82,5,,
1516resq-sccmp,1102,M'Aiken Tech Magic,19,0,58,40,5,,
