TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-mosm,7357,Team Titanium Tech,1,10,210,262,5,WC,
1516resq-mosm,4587,Red Hot Techie Peppers,2,10,101,167,5,W1,
1516resq-mosm,3409,Astromechs,3,8,142,186,5,FC,
1516resq-mosm,7507,S.W.A.T.,4,8,106,186,5,SC,
1516resq-mosm,9103,Ravonics Rover,5,8,96,108,5,SC,
1516resq-mosm,7359,S.W.A.T.,6,8,83,254,5,,
1516resq-mosm,9106,Ravonics Genesis,7,6,209,160,5,S1,
1516resq-mosm,5227,Galactech,8,6,206,160,5,F1,
1516resq-mosm,9107,Ravonics Curiosity,9,6,141,227,5,S2,
1516resq-mosm,6547,CAPS Cobalt Colts,10,6,128,142,5,,
1516resq-mosm,10460,Bot Squad,11,6,96,152,5,,
1516resq-mosm,9102,Ravonics Orion,12,6,94,147,5,F2,
1516resq-mosm,9108,Ravonics Spitzer,13,4,178,55,5,S2,
1516resq-mosm,7095,S.T.O.R.M.,14,4,141,75,5,,
1516resq-mosm,9105,Ravonics Voyager,15,4,80,262,5,,
1516resq-mosm,10476,Iron Cats,16,4,58,220,5,,
1516resq-mosm,7532,The Corps in Blue,17,2,180,167,5,,
1516resq-mosm,10173,Ravonics Gemini,18,2,162,90,5,W2,
1516resq-mosm,9104,Ravonics Apollo,19,2,137,75,5,,
1516resq-mosm,9796,ACME Robotics,20,2,111,241,5,,
1516resq-mosm,9849,The Small Fries,21,2,58,25,5,S1,
1516resq-mosm,9109,Ravonics Endeavour,22,0,140,174,5,,
1516resq-mosm,10561,Lion Tech,23,0,34,174,5,,
