TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-cmpd1,8375,Vulcan Robotics,1,18,1529,522,9,WC,
1516resq-cmpd1,7013,Hot Wired,2,16,2145,595,9,W1,
1516resq-cmpd1,6055,GearTicks,3,16,1946,459,9,FC,
1516resq-cmpd1,5064,Aperture Science,4,16,1864,501,9,SC,
1516resq-cmpd1,8471,The Ducks,5,16,1751,442,9,SC,
1516resq-cmpd1,5843,AutoVortex,6,14,2296,517,9,F1,
1516resq-cmpd1,8620,Wormgear Warriors,7,14,1875,387,9,,
1516resq-cmpd1,6081,i2r robotics,8,14,1748,561,9,S1,
1516resq-cmpd1,4855,Batteries In Black,9,14,1581,412,9,S1,
1516resq-cmpd1,7152,Robot Squad,10,14,1557,577,9,,
1516resq-cmpd1,8995,Mogollon Rim Jaegers,11,14,1516,577,9,F2,
1516resq-cmpd1,4717,Mechromancers,12,14,1412,413,9,,
1516resq-cmpd1,535,Tobor,13,12,2130,595,9,S2,
1516resq-cmpd1,4444,RoboCats,14,12,1860,496,9,,
1516resq-cmpd1,8372,TNT (Trial N Terror),15,12,1750,385,9,,
1516resq-cmpd1,3595,Schrödinger's Hat,16,12,1657,540,9,W2,
1516resq-cmpd1,7314,Sab-BOT-age,17,12,1587,477,9,,
1516resq-cmpd1,7117,The Blockheads,18,10,2349,398,9,,
1516resq-cmpd1,5169,Watts Up?,19,10,1805,452,9,,
1516resq-cmpd1,7393,electron Volts,20,10,1769,522,9,,
1516resq-cmpd1,9915,Robo Thunder,21,10,1716,387,9,,
1516resq-cmpd1,10030,7 Sigma,22,10,1658,488,9,,
1516resq-cmpd1,9829,MAKbots,23,10,1643,433,9,,
1516resq-cmpd1,6377,The Other Guys,24,10,1607,517,9,,
1516resq-cmpd1,4318,Green Machine Reloaded,25,10,1510,422,9,,
1516resq-cmpd1,9794,Wizards.exe,26,10,1479,373,9,,
1516resq-cmpd1,6051,Quantum Mechanics,27,10,1341,477,9,,
1516resq-cmpd1,7550,Fig Newtons,28,10,1196,417,9,,
1516resq-cmpd1,5009,Helios,29,10,1192,357,9,,
1516resq-cmpd1,9804,Bomb Squad,30,10,1154,438,9,S2,
1516resq-cmpd1,3658,The BOSONS,31,10,1138,419,9,,
1516resq-cmpd1,3491,FIX IT,32,10,1090,307,9,,
1516resq-cmpd1,7149,ENFORCERS,33,8,1816,325,9,,
1516resq-cmpd1,11071,NINEST Quenchless Seeker,34,8,1750,387,9,,
1516resq-cmpd1,3664,Girls With Attitude,35,8,1714,442,9,,
1516resq-cmpd1,6134,Black Frogs,36,8,1655,450,9,,
1516resq-cmpd1,8189,Warren County 4H Robotics,37,8,1625,501,9,,
1516resq-cmpd1,9662,Misgav,38,8,1596,306,9,,
1516resq-cmpd1,5229,Dragons,39,8,1481,460,9,,
1516resq-cmpd1,11056,TwisT Team,40,8,1477,398,9,,
1516resq-cmpd1,11064,STC Jalapenos,41,8,1307,399,9,,
1516resq-cmpd1,9205,Iron Maidens,42,8,1231,309,9,,
1516resq-cmpd1,6899,Blue Bots,43,8,1109,232,9,,
1516resq-cmpd1,10479,Talon Industries,44,6,1872,398,9,,
1516resq-cmpd1,5890,e-lemon-ators,45,6,1624,435,9,,
1516resq-cmpd1,4130,Robotica Santi,46,6,1577,377,9,,
1516resq-cmpd1,11047,screw it,47,6,1501,540,9,,
1516resq-cmpd1,3141,Bears,48,6,1446,335,9,,
1516resq-cmpd1,5070,N.U.T.S.,49,6,1373,441,9,,
1516resq-cmpd1,5380,ElectroMedics Red,50,6,1315,348,9,,
1516resq-cmpd1,6123,Mechanical Marauders,51,6,1242,428,9,,
1516resq-cmpd1,6913,LARES,52,6,1188,437,9,,
1516resq-cmpd1,8327,Spartans,53,6,1186,324,9,,
1516resq-cmpd1,5942,Team Torch,54,6,1141,532,9,,
1516resq-cmpd1,9048,Philobots,55,6,1128,276,9,,
1516resq-cmpd1,11041,FalconTech,56,6,1066,312,9,,
1516resq-cmpd1,11053,FIFTH ORDER,57,4,1484,431,9,,
1516resq-cmpd1,6209,ViperBots Venom,58,4,1460,283,9,,
1516resq-cmpd1,11061,KingSlayer,59,4,1346,433,9,,
1516resq-cmpd1,8528,Rhyme Know Reason,60,4,1196,328,9,,
1516resq-cmpd1,7300,Guzzoline Robotics,61,2,1792,310,9,,
1516resq-cmpd1,11043,The League of Relatively Ordinary Gentlemen,62,2,1150,445,9,,
1516resq-cmpd1,5943,Erector Sets Gone Mad,63,0,1118,211,9,,
1516resq-cmpd1,5899,6 Bits and a Byte,64,0,1051,209,9,,
