TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-wimi,10291,FTC Tues 5:30 pm,1,10,119,87,5,FC,
1516resq-wimi,6981,Hortonville Robotics,2,8,311,175,5,WC,
1516resq-wimi,4106,Supposable Thumbs,3,8,181,114,5,SC,
1516resq-wimi,7979,Apple Tau,4,8,166,175,5,SC,
1516resq-wimi,9170,Sheboygan County FTC,5,8,145,66,5,F1,
1516resq-wimi,7030,RoboMinds,6,8,103,56,5,,
1516resq-wimi,9956,The Knack,7,6,207,114,5,,
1516resq-wimi,4267,RoboChix,8,6,133,52,5,,
1516resq-wimi,8572,Wall-Y Robotics,9,6,109,101,5,,
1516resq-wimi,6984,STEMpocalypse,10,6,103,104,5,,
1516resq-wimi,4116,That Team!,11,4,191,59,5,S1,
1516resq-wimi,5650,Viking II,12,4,182,89,5,S1,
1516resq-wimi,10760,FUNK-tions,13,4,154,58,5,,
1516resq-wimi,6806,Ratchet Robotics,14,4,88,53,5,,
1516resq-wimi,265,Viking Robotics,15,2,261,129,5,,
1516resq-wimi,7974,Great Scott!,16,2,221,129,5,,
1516resq-wimi,3547,Pixel Warriors,17,2,133,53,5,W1,
1516resq-wimi,9224,Spark Industries,18,2,88,44,5,,
1516resq-wimi,6914,Charging Chaos,19,2,77,65,5,,
1516resq-wimi,8823,Mariner Mayhem,20,0,52,16,5,,
