TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-azfl,8995,Jaegers,1,10,51,160,5,WC,
1617velv-azfl,11644,Mountain Bots,2,6,73,60,5,SC,
1617velv-azfl,8570,InFALAbles,3,6,71,85,5,S1,
1617velv-azfl,11701,Elksplosion,4,6,40,90,5,W1,
1617velv-azfl,11430,Coconuts FTC,5,5,94,80,5,FC,
1617velv-azfl,6900,Watch Dogs,6,5,92,30,5,SC,
1617velv-azfl,7167,Mecha Hawks,7,5,75,42,5,F1,
1617velv-azfl,11529,Navajo Code Writers,8,3,60,25,5,S1,
1617velv-azfl,12244,Wildcat Robotics,9,2,81,31,5,,
1617velv-azfl,8081,Knights of the Lab Table,10,2,27,160,5,,
