TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-azph,7156,SHPE Wolves #2,1,8,153,85,5,FC,
1617velv-azph,201,BroncoBotics,2,8,103,65,5,SC,
1617velv-azph,10111,Herberger Javelinas,3,8,100,170,5,WC,
1617velv-azph,7716,Knight Tech Robotics,4,8,95,60,5,SC,
1617velv-azph,6174,Odyssey Automatons,5,6,182,170,5,W1,
1617velv-azph,11578,Phoenix Coding Academy Pythons,6,6,150,63,5,S1,
1617velv-azph,2844,Valley X Robotics,7,6,145,100,5,S1,
1617velv-azph,10984,Beep Patrol,8,6,105,101,5,F1,
1617velv-azph,10246,TigeRoboteks,9,6,97,101,5,,
1617velv-azph,11734,Golden Eagles,10,6,65,42,5,,
1617velv-azph,9743,Stingers,11,6,61,35,5,,
1617velv-azph,10239,Xavier Robotics,12,4,90,100,5,,
1617velv-azph,11854,STEM EAGLES,13,4,80,50,5,,
1617velv-azph,12241,Panther Robotics,14,2,109,65,5,,
1617velv-azph,8784,Sprockets,15,2,73,36,5,,
1617velv-azph,5661,SHPE Wolves,16,2,70,45,5,,
1617velv-azph,11849,Sheely STEM A,17,2,65,50,5,,
1617velv-azph,8499,Robo Hawks,18,2,50,60,5,,
1617velv-azph,12244,Wildcat Robotics,19,2,35,25,5,,
