TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,OPR-,OPRm-,OPRA,OPRmA,OPRB,OPRmB,OPRT,OPRmT,OPRE,OPRmE,OPRP,OPRmP,OPRp,OPRmp,
1516resq-ok-q2,9826,The Melting Clocks,1,10,187,176,5,FC,1.00,45.3,45.4,46.0,45.9,-0.3,0.2,0.0,0.0,36.7,35.9,9.8,9.6,-0.9,-0.5,0.2,0.0,
1516resq-ok-q2,4250,LIGHTSABERS,2,8,206,121,5,WC,0.80,50.2,45.7,51.7,46.6,3.9,3.1,0.0,0.0,54.0,47.7,-6.7,-4.7,-1.0,-0.6,-0.4,-0.4,
1516resq-ok-q2,6780,Y Not Robots Squared,3,8,189,226,5,F1,0.80,87.2,76.0,87.7,76.3,1.9,1.5,0.0,0.0,26.5,27.3,58.9,47.0,-0.0,-0.0,-0.5,-0.4,
1516resq-ok-q2,10380,Extreme,4,8,141,98,5,SC,0.80,51.8,45.6,53.9,47.0,1.8,1.4,0.0,0.0,47.9,42.6,3.5,2.2,-1.4,-0.8,-0.8,-0.6,
1516resq-ok-q2,10355,Eagle Factory Robotics,5,8,96,45,5,SC,0.80,19.8,19.0,17.2,16.8,0.4,0.2,0.0,0.0,15.7,16.0,0.4,-0.0,3.3,2.6,-0.7,-0.5,
1516resq-ok-q2,7366,The Lab Rats,6,8,77,105,5,S1,0.80,29.3,28.4,22.9,23.4,0.5,0.5,0.0,0.0,7.8,10.6,16.3,13.7,4.7,3.5,1.7,1.4,
1516resq-ok-q2,6735,Team Medusa,7,7,207,121,5,S1,0.70,17.4,21.3,14.7,19.3,1.1,1.0,0.0,0.0,24.7,25.8,-8.9,-5.8,0.4,0.2,2.3,1.8,
1516resq-ok-q2,9879,Root Negative One,8,6,221,226,5,F2,0.60,73.4,65.9,74.2,66.5,7.6,6.4,0.0,0.0,65.0,55.2,0.2,3.9,0.5,0.2,-1.4,-0.9,
1516resq-ok-q2,7242,RoboCats Delta Team,9,6,124,72,5,S2,0.60,5.4,9.9,5.5,9.5,-0.7,-0.5,0.0,0.0,16.9,16.6,-10.7,-6.7,-0.0,0.3,-0.1,-0.1,
1516resq-ok-q2,7523,Panthers,10,5,170,61,5,S2,0.50,22.6,22.9,17.4,18.4,1.5,1.2,0.0,0.0,19.9,20.3,-1.5,-0.8,2.8,2.0,2.5,2.3,
1516resq-ok-q2,5150,Raiders,11,5,117,98,5,,0.50,14.2,16.0,13.2,15.1,1.8,1.4,0.0,0.0,9.9,12.9,0.3,-0.1,2.2,1.7,-1.2,-0.8,
1516resq-ok-q2,10368,Matrix Robotics,12,5,109,94,5,W2,0.50,18.3,19.7,17.7,19.1,-2.5,-1.7,0.0,0.0,21.2,21.3,-0.7,-0.0,0.3,0.1,0.2,0.5,
1516resq-ok-q2,4224,Y-Not Robots,13,4,200,86,5,W1,0.40,35.5,32.9,37.3,34.1,1.6,1.5,0.0,0.0,16.5,17.4,17.1,13.6,0.5,0.2,-2.2,-1.4,
1516resq-ok-q2,10727,techJOYnT,14,4,156,55,5,,0.40,20.1,20.9,21.6,21.5,-0.5,-0.3,0.0,0.0,24.9,22.9,-3.5,-1.8,-0.8,-0.2,-0.7,-0.5,
1516resq-ok-q2,4962,Rockettes,15,4,115,86,5,,0.40,8.4,11.4,7.3,10.4,-0.8,-0.4,0.0,0.0,14.9,14.3,-6.9,-3.7,1.2,1.0,-0.1,-0.1,
1516resq-ok-q2,10350,Robobears,16,4,59,121,5,,0.40,8.6,12.6,7.1,11.3,-1.9,-1.3,0.0,0.0,15.2,13.6,-4.7,0.2,0.1,-0.0,1.4,1.2,
1516resq-ok-q2,4378,Black Box Robotics,17,4,27,105,5,,0.40,11.7,14.5,14.1,16.0,-0.2,-0.1,0.0,0.0,-1.0,4.2,14.9,11.4,-2.1,-1.3,-0.4,-0.3,
1516resq-ok-q2,10454,Carney Robotics,18,2,202,86,5,,0.20,13.3,15.6,9.5,12.3,5.2,4.3,0.0,0.0,-8.3,-1.8,15.0,11.5,1.5,1.4,2.4,1.8,
1516resq-ok-q2,3638,Atomic Shock,19,2,136,72,5,,0.20,24.0,21.8,19.6,18.4,0.5,0.2,0.0,0.0,18.9,18.1,0.8,0.3,3.8,3.0,0.5,0.3,
1516resq-ok-q2,9101,RoboCats Gamma Team,20,2,134,54,5,,0.20,11.9,14.5,10.6,12.9,-1.1,-0.8,0.0,0.0,22.3,20.6,-6.5,-3.9,-2.7,-1.7,4.0,3.2,
1516resq-ok-q2,10094,Bobotics,21,2,90,46,5,,0.20,10.1,11.3,6.8,8.6,1.1,0.8,0.0,0.0,11.6,12.4,-2.3,-1.8,-0.2,-0.2,3.5,2.9,
1516resq-ok-q2,6107,CraNeoNerds,22,2,50,30,5,,0.20,-0.5,2.2,-1.7,0.9,-0.2,-0.2,0.0,0.0,-5.3,-1.8,2.5,1.9,2.5,2.2,-1.3,-0.9,
1516resq-ok-q2,4266,Red Dirt Robotics,23,0,177,53,5,,0.00,10.6,13.3,6.5,9.6,0.5,0.6,0.0,0.0,10.9,13.3,0.3,-0.0,-1.2,-0.7,5.3,4.4,
