TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-okcmp,7172,Technical Difficulties,1,10,529,248,5,WC,
1516resq-okcmp,7523,Panthers,2,10,389,173,5,SC,
1516resq-okcmp,8373,Diva Force,3,10,334,260,5,FC,
1516resq-okcmp,5395,Team Clutch,4,10,318,248,5,SC,
1516resq-okcmp,6973,Omicron Delta Tech Alliance,5,8,420,189,5,S1,
1516resq-okcmp,4250,LIGHTSABERS,6,8,366,308,5,W1,
1516resq-okcmp,6780,Y Not Robots Squared,7,8,255,308,5,S1,
1516resq-okcmp,9879,Root Negative One,8,8,180,161,5,S2,
1516resq-okcmp,9386,Elmer and Elsie,9,6,431,239,5,,
1516resq-okcmp,7242,RoboCats Delta Team,10,6,431,229,5,W2,
1516resq-okcmp,7163,The Bazinga Project,11,6,405,191,5,F1,
1516resq-okcmp,4224,Y-Not Robots,12,6,379,195,5,,
1516resq-okcmp,5180,RoboHornets,13,6,288,127,5,,
1516resq-okcmp,10355,Eagle Factory Robotics,14,6,283,194,5,,
1516resq-okcmp,10380,Extreme,15,6,250,229,5,S2,
1516resq-okcmp,5553,RoboComets,16,6,228,88,5,,
1516resq-okcmp,10052,Salina Robotics,17,6,218,119,5,,
1516resq-okcmp,10368,Matrix Robotics,18,6,199,165,5,,
1516resq-okcmp,10156,The Sting,19,4,520,239,5,F2,
1516resq-okcmp,9826,The Melting Clocks,20,4,406,173,5,,
1516resq-okcmp,10090,Sky Net,21,4,375,142,5,,
1516resq-okcmp,4378,Black Box Robotics,22,4,321,145,5,,
1516resq-okcmp,7452,Iron Giants,23,4,289,199,5,,
1516resq-okcmp,9898,Walking Biomed,24,4,268,107,5,,
1516resq-okcmp,10259,Science,25,4,257,84,5,,
1516resq-okcmp,5150,Raiders,26,4,251,179,5,,
1516resq-okcmp,6238,Jim Squared,27,4,244,74,5,,
1516resq-okcmp,4281,R2D2,28,4,240,154,5,,
1516resq-okcmp,10641,Atomic Gears,29,4,229,203,5,,
1516resq-okcmp,8866,Phi-Robot 2,30,4,225,140,5,,
1516resq-okcmp,7814,K-9 Kommanders,31,4,196,170,5,,
1516resq-okcmp,9847,MeteorBots,32,2,391,191,5,,
1516resq-okcmp,6144,The Lunatics,33,2,386,172,5,,
1516resq-okcmp,4155,Rougher Robo Royalty,34,2,375,161,5,,
1516resq-okcmp,6735,Team Medusa,35,2,335,120,5,,
1516resq-okcmp,3677,Prometheus,36,2,244,184,5,,
1516resq-okcmp,8825,Hsiftacs,37,2,171,150,5,,
1516resq-okcmp,7366,The Lab Rats,38,2,166,66,5,,
1516resq-okcmp,5044,Pirates,39,2,153,52,5,,
1516resq-okcmp,5141,Warrior Bots,40,0,403,133,5,,
