TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-mnca1,8686,Height Differential,1,10,180,95,5,WC,1.00,60.1,53.3,
1617velv-mnca1,10397,Ice Breakers,2,10,148,95,5,FC,1.00,41.7,40.2,
1617velv-mnca1,4644,Robotic Adrenaline,3,10,103,125,5,W1,1.00,66.9,58.5,
1617velv-mnca1,7232,Dyna-Bytes,4,8,157,115,5,F1,0.80,29.1,28.4,
1617velv-mnca1,8584,Robotic Spark,5,7,91,125,5,SC,0.70,36.9,35.7,
1617velv-mnca1,11581,FTC Ramhawks,6,6,150,90,5,SC,0.60,23.0,22.9,
1617velv-mnca1,8438,Quantum Leap,7,6,138,50,5,S1,0.60,11.8,14.7,
1617velv-mnca1,11667,We Robot 2,8,6,125,95,5,,0.60,25.4,25.8,
1617velv-mnca1,10471,(Insert Name Here),9,6,110,75,5,F2,0.60,13.6,16.0,
1617velv-mnca1,9801,Titanium Minds,10,6,103,52,5,S2,0.60,0.1,7.0,
1617velv-mnca1,11565,We Robot,11,6,96,65,5,S2,0.60,26.5,23.6,
1617velv-mnca1,10468,The Robotinators,12,5,190,80,5,,0.50,34.4,30.9,
1617velv-mnca1,11611,Henry FTC,13,5,176,115,5,,0.50,44.5,38.3,
1617velv-mnca1,10466,BECKER HS FTC,14,5,152,65,5,,0.50,27.5,24.8,
1617velv-mnca1,7972,Royal Engineers,15,4,143,80,5,,0.40,36.0,31.3,
1617velv-mnca1,11873,Parallax Shift,16,4,136,82,5,W2,0.40,19.7,18.9,
1617velv-mnca1,2887,Edina Bucket Brigade,17,4,101,95,5,,0.40,6.8,10.3,
1617velv-mnca1,11812,We Robot 3,18,4,90,80,5,,0.40,8.5,11.8,
1617velv-mnca1,7281,Fancy Gears,19,2,156,68,5,,0.20,27.6,25.5,
1617velv-mnca1,9964,Duluth Krakens,20,2,137,45,5,,0.20,7.4,11.0,
1617velv-mnca1,3764,Extendomatics,21,2,120,65,5,,0.20,3.2,8.9,
1617velv-mnca1,11677,MURA FTC,22,2,93,90,5,S1,0.20,3.2,8.3,
1617velv-mnca1,7282,The Copyrights,23,0,125,50,5,,0.00,10.0,10.9,
1617velv-mnca1,11844,Johnson's Jets,24,0,68,20,5,,0.00,-9.5,-3.0,
