TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-mnbu2-Q-1,Q-1,55-52 R,11839,11488,0,11417,9196,0,55,52,
1617velv-mnbu2-Q-2,Q-2,115-25 R,10077,11757,0,10439,10568,0,115,25,
1617velv-mnbu2-Q-3,Q-3,70-80 B,11409,10617,0,11903,7588,0,70,80,
1617velv-mnbu2-Q-4,Q-4,20-31 B,9205,11290,0,8980,7190,0,20,31,
1617velv-mnbu2-Q-5,Q-5,12-40 B,10423,10075,0,11819,8736,0,12,40,
1617velv-mnbu2-Q-6,Q-6,22-90 B,8967,5962,0,11989,10590,0,22,90,
1617velv-mnbu2-Q-7,Q-7,30-15 R,11757,11839,0,8980,11409,0,30,15,
1617velv-mnbu2-Q-8,Q-8,0-102 B,11290,11903,0,10075,10568,0,0,102,
1617velv-mnbu2-Q-9,Q-9,109-5 R,9205,10590,0,10439,9196,0,109,5,
1617velv-mnbu2-Q-10,Q-10,25-70 B,11819,11989,0,10077,11488,0,25,70,
1617velv-mnbu2-Q-11,Q-11,11-40 B,8736,11417,0,5962,7588,0,11,40,
1617velv-mnbu2-Q-12,Q-12,10-145 B,7190,8967,0,10423,10617,0,10,145,
1617velv-mnbu2-Q-13,Q-13,12-70 B,10568,11839,0,11819,10590,0,12,70,
1617velv-mnbu2-Q-14,Q-14,25-25 T,8980,11989,0,10075,9196,0,25,25,
1617velv-mnbu2-Q-15,Q-15,10-70 B,7588,8967,0,10439,11488,0,10,70,
1617velv-mnbu2-Q-16,Q-16,81-75 R,5962,10423,0,9205,11903,0,81,75,
1617velv-mnbu2-Q-17,Q-17,25-40 B,7190,10077,0,8736,11409,0,25,40,
1617velv-mnbu2-Q-18,Q-18,110-16 R,11290,10617,0,11757,11417,0,110,16,
1617velv-mnbu2-Q-19,Q-19,40-7 R,7588,10423,0,10568,11989,0,40,7,
1617velv-mnbu2-Q-20,Q-20,30-30 T,9196,11903,0,10077,8967,0,30,30,
1617velv-mnbu2-Q-21,Q-21,31-17 R,7190,10075,0,11757,5962,0,31,17,
1617velv-mnbu2-Q-22,Q-22,10-40 B,10439,8980,0,11819,11417,0,10,40,
1617velv-mnbu2-Q-23,Q-23,30-130 B,8736,9205,0,10617,11839,0,30,130,
1617velv-mnbu2-Q-24,Q-24,55-90 B,11409,11488,0,11290,10590,0,55,90,
1617velv-mnbu2-Q-25,Q-25,60-10 R,9196,11819,0,7190,7588,0,60,10,
1617velv-mnbu2-Q-26,Q-26,50-15 R,11757,8736,0,11989,11903,0,50,15,
1617velv-mnbu2-Q-27,Q-27,130-20 R,11488,10617,0,8980,5962,0,130,20,
1617velv-mnbu2-Q-28,Q-28,81-71 R,10590,11417,0,10075,10077,0,81,71,
1617velv-mnbu2-Q-29,Q-29,54-21 R,11409,10568,0,9205,8967,0,54,21,
1617velv-mnbu2-Q-30,Q-30,20-30 B,10439,10423,0,11290,11839,0,20,30,
1617velv-mnbu2-SF-1-1,SF-1-1,115-15 R,10590,11488,7588,11819,8980,5962,115,15,
1617velv-mnbu2-SF-2-1,SF-2-1,55-142 B,10617,10423,7190,11839,9205,10568,55,142,
1617velv-mnbu2-SF-1-2,SF-1-2,35-50 B,10590,11488,7588,11819,8980,5962,35,50,
1617velv-mnbu2-SF-2-2,SF-2-2,65-20 R,10617,10423,7190,11839,9205,10568,65,20,
1617velv-mnbu2-SF-1-3,SF-1-3,95-10 R,10590,11488,7588,11819,8980,5962,95,10,
1617velv-mnbu2-SF-2-3,SF-2-3,40-51 B,10617,10423,7190,11839,9205,10568,40,51,
1617velv-mnbu2-F-1,F-1,110-52 R,10590,11488,7588,11839,9205,10568,110,52,
1617velv-mnbu2-F-2,F-2,60-70 B,10590,11488,7588,11839,9205,10568,60,70,
1617velv-mnbu2-F-3,F-3,75-31 R,10590,11488,7588,11839,9205,10568,75,31,
