TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-mnsp1-Q-1,Q-1,105-85 R,7165,8584,0,6369,4644,0,105,85,
1617velv-mnsp1-Q-2,Q-2,5-80 B,9577,12045,0,8101,9477,0,5,80,
1617velv-mnsp1-Q-3,Q-3,40-256 B,4650,10648,0,12049,7896,0,40,256,
1617velv-mnsp1-Q-4,Q-4,10-30 B,9257,8977,0,10562,7190,0,10,30,
1617velv-mnsp1-Q-5,Q-5,45-35 R,3387,8473,0,10238,9972,0,45,35,
1617velv-mnsp1-Q-6,Q-6,30-30 T,4509,5330,0,8005,7897,0,30,30,
1617velv-mnsp1-Q-7,Q-7,110-60 R,12045,12049,0,8977,7165,0,110,60,
1617velv-mnsp1-Q-8,Q-8,70-15 R,8584,4650,0,9477,10562,0,70,15,
1617velv-mnsp1-Q-9,Q-9,10-100 B,10238,9577,0,4644,7897,0,10,100,
1617velv-mnsp1-Q-10,Q-10,105-110 B,6369,8101,0,8473,5330,0,105,110,
1617velv-mnsp1-Q-11,Q-11,0-48 B,3387,8005,0,7896,7190,0,0,48,
1617velv-mnsp1-Q-12,Q-12,10-55 B,9257,10648,0,9972,4509,0,10,55,
1617velv-mnsp1-Q-13,Q-13,50-75 B,6369,10238,0,8977,4650,0,50,75,
1617velv-mnsp1-Q-14,Q-14,47-50 B,7896,9477,0,8101,7165,0,47,50,
1617velv-mnsp1-Q-15,Q-15,40-11 R,3387,4509,0,10562,9577,0,40,11,
1617velv-mnsp1-Q-16,Q-16,135-36 R,4644,9972,0,8005,12045,0,135,36,
1617velv-mnsp1-Q-17,Q-17,50-30 R,12049,8473,0,7897,9257,0,50,30,
1617velv-mnsp1-Q-18,Q-18,50-65 B,7190,8584,0,5330,10648,0,50,65,
1617velv-mnsp1-Q-19,Q-19,76-40 R,7896,6369,0,4509,12045,0,76,40,
1617velv-mnsp1-Q-20,Q-20,50-25 R,9477,4644,0,3387,8977,0,50,25,
1617velv-mnsp1-Q-21,Q-21,36-95 B,10562,10238,0,5330,12049,0,36,95,
1617velv-mnsp1-Q-22,Q-22,65-65 T,8101,9257,0,8584,8005,0,65,65,
1617velv-mnsp1-Q-23,Q-23,64-80 B,7190,9972,0,7897,4650,0,64,80,
1617velv-mnsp1-Q-24,Q-24,40-90 B,9577,8473,0,7165,10648,0,40,90,
1617velv-mnsp1-Q-25,Q-25,85-85 T,12049,8005,0,9477,6369,0,85,85,
1617velv-mnsp1-Q-26,Q-26,70-15 R,8101,4509,0,10238,7190,0,70,15,
1617velv-mnsp1-Q-27,Q-27,105-61 R,4644,10562,0,7896,8473,0,105,61,
1617velv-mnsp1-Q-28,Q-28,130-10 R,7165,5330,0,4650,9257,0,130,10,
1617velv-mnsp1-Q-29,Q-29,16-70 B,8977,9972,0,9577,8584,0,16,70,
1617velv-mnsp1-Q-30,Q-30,50-35 R,7897,10648,0,12045,3387,0,50,35,
1617velv-mnsp1-SF-1-1,SF-1-1,60-105 B,5330,7165,10648,8101,6369,7897,60,105,
1617velv-mnsp1-SF-2-1,SF-2-1,100-80 R,12049,8473,12045,4644,8584,9972,100,80,
1617velv-mnsp1-SF-1-2,SF-1-2,30-120 B,5330,7165,10648,8101,6369,7897,30,120,
1617velv-mnsp1-SF-2-2,SF-2-2,40-75 B,12049,8473,12045,4644,8584,9972,40,75,
1617velv-mnsp1-SF-2-3,SF-2-3,105-50 R,12049,8473,12045,4644,8584,9972,105,50,
1617velv-mnsp1-F-1,F-1,45-100 B,8101,6369,7897,12049,8473,12045,45,100,
1617velv-mnsp1-F-2,F-2,95-65 R,8101,6369,7897,12049,8473,12045,95,65,
1617velv-mnsp1-F-3,F-3,55-75 B,8101,6369,7897,12049,8473,12045,55,75,
