TournamentCode,Num,Name,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-mn-nb2,10432,Untitled 1,1,10,266,230,5,WC,1.00,125.0,104.9,
1617velv-mn-nb2,11190,MechaDojo,2,10,206,230,5,W1,1.00,73.9,66.9,
1617velv-mn-nb2,10664,Attack on Robot,3,10,129,95,5,FC,1.00,27.1,28.0,
1617velv-mn-nb2,8919,FireStormers,4,8,236,75,5,F1,0.80,54.1,47.4,
1617velv-mn-nb2,11738,Dragon Pie,5,8,206,120,5,SC,0.80,11.3,18.1,
1617velv-mn-nb2,9964,Duluth Krakens,6,6,220,95,5,SC,0.60,22.8,26.1,
1617velv-mn-nb2,11299,CrushBots,7,6,180,100,5,S2,0.60,48.5,40.7,
1617velv-mn-nb2,11873,Parallax Shift,8,6,175,80,5,S2,0.60,36.2,32.1,
1617velv-mn-nb2,11117,St. Paul Academy and Summit School,9,6,160,125,5,S1,0.60,5.8,12.7,
1617velv-mn-nb2,11270,FTC Athena,10,6,140,150,5,S1,0.60,14.7,20.7,
1617velv-mn-nb2,7289,Genius,11,6,87,100,5,F2,0.60,28.1,29.6,
1617velv-mn-nb2,10440,Bluejacket Robotics Blues Clues,12,4,150,70,5,,0.40,22.3,22.7,
1617velv-mn-nb2,7231,4th Dimension,13,4,148,65,5,W2,0.40,23.3,23.1,
1617velv-mn-nb2,10430,Wiring Warriors,14,4,125,60,5,,0.40,21.5,19.5,
1617velv-mn-nb2,3385,Extreme Speed,15,4,117,56,5,,0.40,8.7,13.2,
1617velv-mn-nb2,9949,Ununtrium,16,4,116,51,5,,0.40,0.3,4.8,
1617velv-mn-nb2,8637,Glitchy Bears,17,4,79,50,5,,0.40,15.2,14.6,
1617velv-mn-nb2,10218,Bluejacket Robotics 9.8m/s 2 (squared),18,2,215,90,5,,0.20,10.3,15.5,
1617velv-mn-nb2,9459,Mythic,19,2,185,105,5,,0.20,-0.8,8.0,
1617velv-mn-nb2,10462,Bluejacket Robotics -Geared Up,20,2,181,60,5,,0.20,21.5,20.0,
1617velv-mn-nb2,9617,Loose Screws,21,2,171,70,5,,0.20,18.6,17.4,
1617velv-mn-nb2,8636,FIRE,22,2,171,51,5,,0.20,22.2,19.8,
1617velv-mn-nb2,9948,A.S.A.P.,23,2,167,70,5,,0.20,18.1,19.6,
1617velv-mn-nb2,9249,ET,24,2,142,51,5,,0.20,15.3,16.6,
