TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,BTot,R1Sur,R2Sur,B1Sur,B2Sur,
1617velv-mn-cmpd1-Q-1,Q-1,80-90 B,9205,10112,0,11190,7646,0,80,90,false,false,false,false,
1617velv-mn-cmpd1-Q-2,Q-2,40-100 B,9078,7899,0,8977,6699,0,40,100,false,false,false,false,
1617velv-mn-cmpd1-Q-3,Q-3,125-45 R,8686,7900,0,9183,8473,0,125,45,false,false,false,false,
1617velv-mn-cmpd1-Q-4,Q-4,90-60 R,7655,10398,0,9617,11299,0,90,60,false,false,false,false,
1617velv-mn-cmpd1-Q-5,Q-5,60-80 B,8034,4644,0,7231,10272,0,60,80,false,false,false,false,
1617velv-mn-cmpd1-Q-6,Q-6,125-50 R,11117,11873,0,7972,7152,0,125,50,false,false,false,false,
1617velv-mn-cmpd1-Q-7,Q-7,20-55 B,10112,11299,0,9183,9617,0,20,55,false,false,false,false,
1617velv-mn-cmpd1-Q-8,Q-8,70-60 R,7900,7646,0,7231,9078,0,70,60,false,false,false,false,
1617velv-mn-cmpd1-Q-9,Q-9,35-70 B,10272,8977,0,7972,9205,0,35,70,false,false,false,false,
1617velv-mn-cmpd1-Q-10,Q-10,235-100 R,7655,8686,0,7152,8034,0,235,100,false,false,false,false,
1617velv-mn-cmpd1-Q-11,Q-11,115-95 R,11190,11117,0,7899,4644,0,115,95,false,false,false,false,
1617velv-mn-cmpd1-Q-12,Q-12,75-150 B,6699,8473,0,11873,10398,0,75,150,false,false,false,false,
1617velv-mn-cmpd1-Q-13,Q-13,175-10 R,9205,7152,0,9078,10112,0,175,10,false,false,false,false,
1617velv-mn-cmpd1-Q-14,Q-14,50-95 B,9617,8977,0,8686,11117,0,50,95,false,false,false,false,
1617velv-mn-cmpd1-Q-15,Q-15,50-55 B,11299,10272,0,8473,11873,0,50,55,false,false,false,false,
1617velv-mn-cmpd1-Q-16,Q-16,65-110 B,9183,7655,0,7899,7231,0,65,110,false,false,false,false,
1617velv-mn-cmpd1-Q-17,Q-17,115-25 R,11190,6699,0,8034,7900,0,115,25,false,false,false,false,
1617velv-mn-cmpd1-Q-18,Q-18,110-135 B,4644,7972,0,7646,10398,0,110,135,false,false,false,false,
1617velv-mn-cmpd1-Q-19,Q-19,110-60 R,7231,11117,0,9205,8473,0,110,60,false,false,false,false,
1617velv-mn-cmpd1-Q-20,Q-20,155-185 B,11873,10112,0,7655,7900,0,155,185,false,false,false,false,
1617velv-mn-cmpd1-Q-21,Q-21,40-86 B,9078,7972,0,8686,4644,0,40,86,false,false,false,false,
1617velv-mn-cmpd1-Q-22,Q-22,125-80 R,10272,7152,0,9617,6699,0,125,80,false,false,false,false,
1617velv-mn-cmpd1-Q-23,Q-23,50-75 B,7899,11299,0,8034,7646,0,50,75,false,false,false,false,
1617velv-mn-cmpd1-Q-24,Q-24,95-75 R,9183,10398,0,11190,8977,0,95,75,false,false,false,false,
1617velv-mn-cmpd1-Q-25,Q-25,130-45 R,4644,9205,0,7655,6699,0,130,45,false,false,false,false,
1617velv-mn-cmpd1-Q-26,Q-26,95-155 B,7646,11873,0,9617,8686,0,95,155,false,false,false,false,
1617velv-mn-cmpd1-Q-27,Q-27,100-5 R,9183,9078,0,11117,10272,0,100,5,false,false,false,false,
1617velv-mn-cmpd1-Q-28,Q-28,90-90 T,8034,8473,0,10112,8977,0,90,90,false,false,false,false,
1617velv-mn-cmpd1-Q-29,Q-29,65-127 B,7972,11190,0,11299,7231,0,65,127,false,false,false,false,
1617velv-mn-cmpd1-Q-30,Q-30,45-155 B,7900,7899,0,7152,10398,0,45,155,false,false,false,false,
1617velv-mn-cmpd1-Q-31,Q-31,25-75 B,11873,8034,0,9183,9205,0,25,75,false,false,false,false,
1617velv-mn-cmpd1-Q-32,Q-32,130-100 R,11190,8473,0,7655,9078,0,130,100,false,false,false,false,
1617velv-mn-cmpd1-Q-33,Q-33,145-75 R,7231,8686,0,10398,10112,0,145,75,false,false,false,false,
1617velv-mn-cmpd1-Q-34,Q-34,185-95 R,11299,7152,0,4644,8977,0,185,95,false,false,false,false,
1617velv-mn-cmpd1-Q-35,Q-35,35-175 B,6699,10272,0,7646,11117,0,35,175,false,false,false,false,
1617velv-mn-cmpd1-Q-36,Q-36,45-65 B,7900,9617,0,7899,7972,0,45,65,false,false,false,false,
1617velv-mn-cmpd1-SF-1-1,SF-1-1,220-90 R,8686,7152,11873,7231,11190,4644,220,90,false,false,false,false,
1617velv-mn-cmpd1-SF-2-1,SF-2-1,80-105 B,10398,7655,7900,7646,11117,9205,80,105,false,false,false,false,
1617velv-mn-cmpd1-SF-1-2,SF-1-2,100-55 R,8686,7152,11873,7231,11190,4644,100,55,false,false,false,false,
1617velv-mn-cmpd1-SF-2-2,SF-2-2,130-100 R,10398,7655,7900,7646,11117,9205,130,100,false,false,false,false,
1617velv-mn-cmpd1-SF-2-3,SF-2-3,155-125 R,10398,7655,7900,7646,11117,9205,155,125,false,false,false,false,
1617velv-mn-cmpd1-F-1,F-1,120-105 R,8686,7152,11873,10398,7655,7900,120,105,false,false,false,false,
1617velv-mn-cmpd1-F-2,F-2,115-130 B,8686,7152,11873,10398,7655,7900,115,130,false,false,false,false,
1617velv-mn-cmpd1-F-3,F-3,135-50 R,8686,7152,11873,10398,7655,7900,135,50,false,false,false,false,
