TournamentCode,Num,Name,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-mn-sp2,7152,Robot Squad,1,10,288,175,5,WC,1.00,77.3,70.5,
1617velv-mn-sp2,11949,Team Tec Man,2,10,252,165,5,FC,1.00,85.8,74.2,
1617velv-mn-sp2,10590,The Monkey Wrench Gang,3,10,242,175,5,SC,1.00,62.4,60.3,
1617velv-mn-sp2,8712,EPIC,4,8,260,150,5,W1,0.80,81.5,73.7,
1617velv-mn-sp2,9418,Tempest Automatons,5,8,215,125,5,F1,0.80,77.6,66.3,
1617velv-mn-sp2,7898,Loading Error,6,8,170,125,5,SC,0.80,31.7,31.8,
1617velv-mn-sp2,8736,TermiRaiders,7,8,160,95,5,S1,0.80,29.8,29.2,
1617velv-mn-sp2,7588,The PRIDE,8,8,153,165,5,F2,0.80,57.6,54.5,
1617velv-mn-sp2,10364,Time Pilots,9,6,195,130,5,S1,0.60,15.2,21.5,
1617velv-mn-sp2,7232,Dyna-Bytes,10,6,145,150,5,S2,0.60,37.8,37.9,
1617velv-mn-sp2,10423,Servo Pros,11,6,125,105,5,S2,0.60,26.8,29.7,
1617velv-mn-sp2,9249,ET,12,4,272,100,5,,0.40,23.7,27.3,
1617velv-mn-sp2,11904,Black Knights,13,4,225,63,5,,0.40,32.0,30.6,
1617velv-mn-sp2,10568,The Regal Kiwis,14,4,172,110,5,,0.40,5.3,12.8,
1617velv-mn-sp2,11903,Happy Little Robots,15,4,140,63,5,,0.40,16.4,16.6,
1617velv-mn-sp2,11872,Visible Spectrum,16,4,137,55,5,W2,0.40,-1.4,6.7,
1617velv-mn-sp2,11459,White Sabers,17,2,190,61,5,,0.20,32.2,28.6,
1617velv-mn-sp2,7899,Crusaders,18,2,175,55,5,,0.20,17.6,18.0,
1617velv-mn-sp2,7589,Ciphers,19,2,152,55,5,,0.20,0.7,6.4,
1617velv-mn-sp2,7290,JagWires,20,2,140,95,5,,0.20,11.9,16.4,
1617velv-mn-sp2,10470,Red Sabers,21,2,110,40,5,,0.20,15.5,14.5,
1617velv-mn-sp2,10469,Black Sabers,22,2,90,35,5,,0.20,4.4,6.0,
1617velv-mn-sp2,9183,Storm Warning,23,0,245,105,5,,0.00,22.9,23.8,
1617velv-mn-sp2,11838,The Hot Comodity,24,0,95,30,5,,0.00,1.8,7.1,
