TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,BTot,
1617velv-mn-ca1-Q-1,Q-1,5-25 B,11812,7282,0,10471,11565,0,5,25,
1617velv-mn-ca1-Q-2,Q-2,15-95 B,11844,10466,0,10397,8686,0,15,95,
1617velv-mn-ca1-Q-3,Q-3,37-50 B,9964,7281,0,10468,8438,0,37,50,
1617velv-mn-ca1-Q-4,Q-4,41-20 R,11667,11581,0,3764,7972,0,41,20,
1617velv-mn-ca1-Q-5,Q-5,0-125 B,7232,2887,0,4644,8584,0,0,125,
1617velv-mn-ca1-Q-6,Q-6,42-15 R,9801,11611,0,11873,11677,0,42,15,
1617velv-mn-ca1-Q-7,Q-7,40-80 B,8438,7972,0,11812,8686,0,40,80,
1617velv-mn-ca1-Q-8,Q-8,68-5 R,7281,8584,0,11844,7282,0,68,5,
1617velv-mn-ca1-Q-9,Q-9,55-35 R,11873,7232,0,10471,11581,0,55,35,
1617velv-mn-ca1-Q-10,Q-10,15-40 B,11565,11677,0,10466,9964,0,15,40,
1617velv-mn-ca1-Q-11,Q-11,30-95 B,9801,10468,0,11667,4644,0,30,95,
1617velv-mn-ca1-Q-12,Q-12,31-95 B,11611,3764,0,10397,2887,0,31,95,
1617velv-mn-ca1-Q-13,Q-13,13-40 B,11844,11873,0,8438,11565,0,13,40,
1617velv-mn-ca1-Q-14,Q-14,65-5 R,11667,8584,0,11812,11677,0,65,5,
1617velv-mn-ca1-Q-15,Q-15,60-35 R,4644,10397,0,11581,7282,0,60,35,
1617velv-mn-ca1-Q-16,Q-16,60-35 R,10471,8686,0,10468,3764,0,60,35,
1617velv-mn-ca1-Q-17,Q-17,45-115 B,9964,7972,0,11611,7232,0,45,115,
1617velv-mn-ca1-Q-18,Q-18,27-40 B,2887,7281,0,10466,9801,0,27,40,
1617velv-mn-ca1-Q-19,Q-19,50-82 B,7282,11667,0,11873,8686,0,50,82,
1617velv-mn-ca1-Q-20,Q-20,18-90 B,3764,8438,0,11677,4644,0,18,90,
1617velv-mn-ca1-Q-21,Q-21,20-30 B,9964,11812,0,2887,11581,0,20,30,
1617velv-mn-ca1-Q-22,Q-22,60-47 R,10397,7232,0,7281,11565,0,60,47,
1617velv-mn-ca1-Q-23,Q-23,65-65 T,11611,10466,0,8584,10468,0,65,65,
1617velv-mn-ca1-Q-24,Q-24,15-52 B,10471,11844,0,9801,7972,0,15,52,
1617velv-mn-ca1-Q-25,Q-25,90-40 R,8686,11581,0,7281,11677,0,90,40,
1617velv-mn-ca1-Q-26,Q-26,30-40 B,10466,7282,0,8438,7232,0,30,40,
1617velv-mn-ca1-Q-27,Q-27,80-23 R,10468,7972,0,2887,11873,0,80,23,
1617velv-mn-ca1-Q-28,Q-28,65-16 R,3764,11565,0,9801,8584,0,65,16,
1617velv-mn-ca1-Q-29,Q-29,75-20 R,10397,10471,0,11667,9964,0,75,20,
1617velv-mn-ca1-Q-30,Q-30,80-20 R,11812,4644,0,11611,11844,0,80,20,
1617velv-mn-ca1-SF-1-1,SF-1-1,150-10 R,8686,4644,11873,11581,11677,9801,150,10,
1617velv-mn-ca1-SF-2-1,SF-2-1,70-70 T,10397,7232,10471,8584,8438,11565,70,70,
1617velv-mn-ca1-SF-1-2,SF-1-2,105-22 R,8686,4644,11873,11581,11677,9801,105,22,
1617velv-mn-ca1-SF-2-2,SF-2-2,80-50 R,10397,7232,10471,8584,8438,11565,80,50,
1617velv-mn-ca1-SF-2-3,SF-2-3,55-70 B,10397,7232,10471,8584,8438,11565,55,70,
1617velv-mn-ca1-SF-2-4,SF-2-4,85-75 R,10397,7232,10471,8584,8438,11565,85,75,
1617velv-mn-ca1-F-1,F-1,65-30 R,8686,4644,11873,10397,7232,10471,65,30,
1617velv-mn-ca1-F-2,F-2,110-65 R,8686,4644,11873,10397,7232,10471,110,65,
