TournamentCode,Num,Name,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-mn-cmpd1,8686,Height Differential,1,12,405,235,6,WC,1.00,87.5,82.6,
1617velv-mn-cmpd1,10398,Quantum Mechanics,2,10,440,155,6,FC,0.83,56.7,57.8,
1617velv-mn-cmpd1,7646,Circuit Overlords,3,10,430,175,6,SC,0.83,62.8,59.3,
1617velv-mn-cmpd1,7231,4th Dimension,4,10,385,145,6,SC,0.83,68.6,63.5,
1617velv-mn-cmpd1,11117,St. Paul Academy and Summit School,5,10,295,175,6,S1,0.83,47.5,48.7,
1617velv-mn-cmpd1,11190,MechaDojo,6,8,440,130,6,S1,0.67,59.5,56.5,
1617velv-mn-cmpd1,7152,Robot Squad,7,8,380,185,6,W1,0.67,104.2,92.0,
1617velv-mn-cmpd1,9205,Iron Maidens,8,8,255,175,6,S2,0.67,54.2,53.3,
1617velv-mn-cmpd1,9183,Storm Warning,9,8,235,100,6,,0.67,27.1,29.5,
1617velv-mn-cmpd1,7655,The Q is Silqent,10,6,525,235,6,F1,0.50,76.9,71.6,
1617velv-mn-cmpd1,11873,Parallax Shift,11,6,450,155,6,W2,0.50,62.1,58.0,
1617velv-mn-cmpd1,7900,The Danger Zone,12,6,375,185,6,F2,0.50,34.2,35.8,
1617velv-mn-cmpd1,8473,Blue Lightning,13,5,420,130,6,,0.42,35.7,36.3,
1617velv-mn-cmpd1,4644,Robotic Adrenaline,14,4,445,130,6,S2,0.33,58.4,54.8,
1617velv-mn-cmpd1,9617,Loose Screws,15,4,350,155,6,,0.33,30.5,32.3,
1617velv-mn-cmpd1,7972,Royal Engineers,16,4,345,110,6,,0.33,12.8,19.3,
1617velv-mn-cmpd1,11299,CrushBots,17,4,340,185,6,,0.33,38.9,40.1,
1617velv-mn-cmpd1,7899,Crusaders,18,4,340,110,6,,0.33,29.0,30.6,
1617velv-mn-cmpd1,6699,Tempest,19,4,300,115,6,,0.33,34.8,35.8,
1617velv-mn-cmpd1,10272,Titanium Allies,20,4,265,125,6,,0.33,-0.5,7.9,
1617velv-mn-cmpd1,8977,Sunburst,21,3,385,100,6,,0.25,39.2,38.9,
1617velv-mn-cmpd1,8034,Easy as Pi,22,3,350,100,6,,0.25,2.9,11.8,
1617velv-mn-cmpd1,9078,Ground Zero,23,2,255,100,6,,0.17,18.1,21.5,
1617velv-mn-cmpd1,10112,KnanoKrawler,24,1,430,155,6,,0.08,26.8,29.2,
