Date,Event Name,Event Region,Event Type,Division,Match Type,Match Number,Red 1,Red 2,Red 3,Blue 1,Blue 2,Blue 3,Red 1: No Show (1) Disqualified (2),Red 2: No Show (1) Disqualified (2),Red 3: No Show (1) Disqualified (2),Blue 1: No Show (1) Disqualified (2),Blue 2: No Show (1) Disqualified (2),Blue 3: No Show (1) Disqualified (2),Red 1 Surrogate,Red 2 Surrogate,Red 3 Surrogate,Blue 1 Surrogate,Blue 2 Surrogate,Blue 3 Surrogate,Match Saved,AUTO Period Robot 1 Placement,AUTO Period Robot 2 Placement,AUTO Period Rescue Beacons,AUTO Period Climbers in Shelter,TELE Robot 1 Placement,TELE Robot 2 Placement,TELE Floor Goal,TELE High Goal,TELE Low Goal,TELE Mid Goal,TELE Climbers in Shelter,TELE Zip Line,END All Clear Signal,END Robot on Pull Up Bar,Minor Penalty incurred,Major Penalty incurred,Minor Penalty Awarded,Major Penalty Awarded,AUTO Period Robot 1 Placement,AUTO Period Robot 2 Placement,AUTO Period Rescue Beacons,AUTO Period Climbers in Shelter,TELE Robot 1 Placement,TELE Robot 2 Placement,TELE Floor Goal,TELE High Goal,TELE Low Goal,TELE Mid Goal,TELE Climbers in Shelter,TELE Zip Line,END All Clear Signal,END Robot on Pull Up Bar,Minor Penalty incurred,Major Penalty Incurred,Minor Penalty Awarded,Major Penalty Awarded
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,3,4240,5014,0,8854,7266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,6,2,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,4,10286,9957,0,3253,8582,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,5,28,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,5,10367,9409,0,7201,6484,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,13,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,3,4,3,0,0,0,1,1,0,0,0,0,4,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,6,8121,7631,0,8855,6328,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,1,1,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,7,6406,607,0,9802,7266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,3,5,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,1,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,8,4141,5014,0,9957,7352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,11,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,3,3,10,0,0,0,0,1,0,0,0,0,1,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,9,9100,4240,0,9409,10833,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,1,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,10,10367,8121,0,4451,9802,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,1,0,0,3,3,2,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,11,7628,7201,0,8855,3253,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,16,0,0,0,1,1,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,12,6328,8241,0,607,9770,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,13,6484,6406,0,10286,8854,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,14,8582,9100,0,7631,7201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,15,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,3,3,14,0,1,0,0,1,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,15,9957,8855,0,4240,10367,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,3,3,25,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,1,0,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,16,7266,9409,0,7352,8121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,17,8854,9770,0,8582,9802,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,12,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,18,3253,8241,0,6406,4141,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,4,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,19,10833,10286,0,7631,607,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,10,0,0,0,0,1,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,20,6484,6328,0,4451,7628,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4,0,8,0,0,4,2,0,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,21,5014,8582,0,8121,8241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,7,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,2,1,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,22,8855,8854,0,607,7352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,11,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,2,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,23,10833,7628,0,6406,9957,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,2,1,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,24,6484,9802,0,4240,4141,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,5,8,5,0,0,0,0,0,0,2,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,25,7201,9770,0,10286,5014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,2,1,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,26,7631,4451,0,3253,9409,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,4,0,0,9,2,1,0,0,0,0,0,0,0,0,0,0,4,3,21,0,0,0,0,0,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,27,9100,7266,0,6328,10367,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,17,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,3,4,7,0,0,0,1,0,0,0,0,0,8,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,28,9957,8121,0,6484,9770,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,1,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,29,7201,10833,0,8241,8854,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,12,0,0,0,0,0,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,30,8855,8582,0,4451,7266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,7,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,4,4,7,0,0,9,4,0,0,0,1,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,31,7628,10286,0,4141,10367,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,12,0,0,0,1,0,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,32,7631,7352,0,4240,6406,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,6,0,0,0,0,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,33,3253,607,0,9100,5014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,6,0,0,3,2,1,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,1,34,6328,9802,0,9409,9957,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,1,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,3,11,4451,5014,10367,9957,8855,9100,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,3,9,0,4,8,4,1,0,0,0,0,0,0,0,1,0,0,4,4,9,0,0,0,3,1,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,3,12,4451,5014,10367,9957,8855,9100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,5,3,0,0,10,3,1,0,0,0,0,0,0,0,1,0,0,4,3,4,0,0,0,3,1,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,3,21,4141,4240,6406,607,7352,10286,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,3,22,4141,4240,6406,607,7352,10286,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,3,23,4141,4240,6406,607,7352,10286,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,9,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,1,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,4,1,4451,5014,10367,4141,4240,6406,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,3,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,3,4,3,5,0,0,0,0,0,0,0,0,0,0
2/7/2016,Howard 2 Qualifier,Maryland,Qualifying Tournament,1,4,2,4451,5014,10367,4141,4240,6406,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,2,0,0,10,3,2,0,0,0,1,1,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,1,0,0,1
2/21/2016,Maryland State Championship,Maryland,Championship Tournament,0,4,1,5916,4318,7988,8221,7393,9794,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,12,0,0,2,2,1,2,0,0,1,0,0,1,0,1,4,6,1,11,5,4,3,1,0,0,1,0,0,0
2/21/2016,Maryland State Championship,Maryland,Championship Tournament,0,4,2,5916,4318,7988,8221,7393,9794,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,7,8,0,2,2,0,0,0,0,0,0,0,0,1,0,2,0,6,2,11,4,8,2,2,1,1,0,0,0,0
2/21/2016,Maryland State Championship,Maryland,Championship Tournament,0,4,3,5916,4318,7988,8221,7393,9794,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,3,12,0,0,1,1,1,1,6,1,0,0,1,0,0,2,3,0,2,9,0,7,2,3,0,1,0,0,6,1
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,1,4451,7266,0,4081,8521,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,6,0,0,9,4,2,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,1,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,2,4318,10216,0,10382,7988,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,4,4,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,4,5,0,2,5,2,2,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,3,10357,4240,0,8143,8879,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,1,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,2,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,4,9799,8479,0,8582,9901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,6,0,0,8,1,3,0,0,0,0,0,0,0,1,1,1,3,0,17,0,0,0,1,1,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,5,365,5421,0,5916,10795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,10,0,3,0,2,0,1,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,6,6010,10001,0,7244,9445,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,2,0,1,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,7,10382,9901,0,8879,7266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,7,0,0,0,2,2,0,0,0,1,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,8,4318,8521,0,10357,365,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,1,5,0,0,2,0,1,0,0,0,0,0,1,0,0,0,5,0,7,0,0,3,2,0,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,9,10216,9445,0,8582,4240,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,4,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,0,5,3,2,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,10,7244,5421,0,4081,8479,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,11,9799,5916,0,4451,6010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,11,4,8,2,3,1,1,0,0,0,0,0,1,0,0,4,0,5,0,0,6,2,2,0,1,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,12,8143,10795,0,7988,10001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,10,0,2,0,3,2,0,1,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,13,9445,5421,0,10357,7266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,5,2,0,7,3,2,2,0,0,0,0,0,1,0,0,0,0,3,3,4,0,0,0,2,1,0,0,0,1,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,14,4081,365,0,10216,9799,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,2,3,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,15,4451,10382,0,8143,7244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,8,2,1,0,0,0,1,0,0,0,0,0,0,3,6,8,0,0,3,1,1,0,0,0,0,0,1
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,16,8582,5916,0,8521,7988,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,9,10,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,17,4240,10001,0,4318,9901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,5,4,0,4,3,3,0,0,0,0,0,0,0,1,0,0,5,0,11,7,0,0,2,0,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,18,10795,8879,0,8479,6010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,6,0,0,0,0,1,1,1,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,19,7244,7988,0,10357,9799,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,8,4,3,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,20,10001,8582,0,10382,365,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,2,6,4,1,0,1,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,21,10795,9445,0,4451,4318,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,3,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,7,2,4,4,2,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,22,5421,8879,0,8521,10216,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,23,7266,8479,0,4240,5916,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,12,5,5,1,2,1,1,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,24,9901,8143,0,6010,4081,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,25,9799,8521,0,10382,10795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,3,6,0,0,0,0,1,0,0,1,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,26,8582,7266,0,4318,7244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,10,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,5,5,9,6,0,3,1,0,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,27,10216,10357,0,9901,4451,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,4,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4,4,10,0,0,9,2,2,0,0,0,0,0,1
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,28,8143,365,0,9445,8479,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,4,5,0,0,4,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,6,0,2,1,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,29,5916,4081,0,8879,10001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,6,12,5,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,3,0,1,0,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,1,30,7988,6010,0,5421,4240,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,3,5,5,0,4,9,1,2,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,3,11,5916,4318,7988,7244,365,9445,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,5,1,3,4,1,2,2,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,2,2,2,0,1,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,3,12,5916,4318,7988,7244,365,9445,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,7,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,4,5,0,7,2,4,2,0,1,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,3,13,5916,4318,7988,7244,365,9445,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,12,2,0,1,2,0,1,0,0,0,0,0,1,1,0,3,4,3,0,0,0,2,1,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,3,21,9799,5421,4451,4240,4081,10382,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,3,0,3,8,2,3,0,0,0,0,0,0,0,1,0,0,5,0,1,10,0,0,0,0,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,3,22,9799,5421,4451,4240,4081,10382,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,4,3,5,0,5,5,3,3,0,0,0,0,0,0,2,0,0,0,5,0,4,0,0,8,2,2,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,4,1,5916,4318,7988,9799,5421,4451,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,5,0,13,1,2,2,2,1,1,0,0,0,0,0,0,0,0,5,5,2,7,0,6,0,3,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,4,2,5916,4318,7988,9799,5421,4451,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,8,0,5,1,1,1,0,0,0,0,0,0,2,0,0,5,3,14,0,1,11,2,3,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Hubble Division,Maryland,Championship Tournament,1,4,3,5916,4318,7988,9799,5421,4451,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,5,4,13,3,2,1,2,1,1,0,0,0,0,1,0,0,0,4,4,6,2,0,10,2,2,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Goddard Division,Maryland,Championship Tournament,2,1,1,10873,6029,0,4141,389,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Goddard Division,Maryland,Championship Tournament,2,1,2,7393,6284,0,10719,7265,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,4,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,3,4,6,0,0,0,2,1,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Goddard Division,Maryland,Championship Tournament,2,1,3,10025,10338,0,9338,3113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,2,1,0,0,0,0,0,0
2/21/2016,Maryland State Championship - Goddard Division,Maryland,Championship Tournament,2,1,4,8702,10367,0,6417,8221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,8,0,1,3,0,2,0,0,0,0,1,0,0,1,1,2,3,6,1,11,0,5,2,3,0,0,1,0,0,0
2/21/2016,Maryland State Championship - Goddard Division,Maryland,Championship Tournament,2,1,5,6700,8121,0,5014,7182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,6,0,0,4,2,2,0,0,0,0,2,0,0,0,0,0,3,3,3,0,0,0,4,1,0,0,2,0,0,0
