TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-iacmplwc,7130,Royal Robots,1,10,293,184,5,SC,
1516resq-iacmplwc,10841,Pirates of the Grand Island,2,9,322,131,5,SC,
1516resq-iacmplwc,8682,Insurmountable Breakfast,3,9,275,211,5,WC,
1516resq-iacmplwc,9041,STOBOR (robots sdrawkcab),4,9,258,131,5,S1,
1516resq-iacmplwc,9978,Geek Squad,5,8,151,98,5,W1,
1516resq-iacmplwc,9969,Wolfpack,6,8,149,192,5,FC,
1516resq-iacmplwc,8749,Robota Black,7,7,272,131,5,S2,
1516resq-iacmplwc,8743,Raw Bacon,8,6,242,80,5,F1,
1516resq-iacmplwc,8813,The Winter Soldiers,9,6,213,211,5,S1,
1516resq-iacmplwc,7714,Cloud 9,10,6,50,95,5,,
1516resq-iacmplwc,8779,BSoD,11,4,247,127,5,S2,
1516resq-iacmplwc,8807,Molten Sprockets,12,4,234,127,5,W2,
1516resq-iacmplwc,4329,Oelwein Huskies,13,4,193,80,5,,
1516resq-iacmplwc,4389,Higgs Bozos,14,4,191,124,5,,
1516resq-iacmplwc,9566,Tech Bam,15,4,148,73,5,,
1516resq-iacmplwc,6691,Cyber Reality,16,4,101,122,5,,
1516resq-iacmplwc,6534,MECanism,17,2,141,62,5,,
1516resq-iacmplwc,9025,The Crest,18,2,135,43,5,,
1516resq-iacmplwc,6546,RoboCats,19,2,132,66,5,,
1516resq-iacmplwc,10986,ARC,20,2,125,87,5,,
1516resq-iacmplwc,10602,NiceBot,21,0,132,70,5,F2,
1516resq-iacmplwc,6545,Knight Riders,22,0,130,45,5,,
