TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-iacmplcr,8669,The Black Arrows,1,10,212,110,5,W1,
1516resq-iacmplcr,10107,A League Of Their Own,2,8,165,130,5,,
1516resq-iacmplcr,7130,Royal Robots,3,8,124,158,5,FC,
1516resq-iacmplcr,9925,Delta Robotics,4,6,251,171,5,WC,
1516resq-iacmplcr,9950,Marky Mark and the Funky Monkeys,5,6,223,130,5,SC,
1516resq-iacmplcr,10110,Pixel Knights,6,6,207,91,5,,
1516resq-iacmplcr,9988,Taft Robotics,7,6,193,109,5,SC,
1516resq-iacmplcr,6499,Warrior Bots,8,6,189,135,5,S1,
1516resq-iacmplcr,6121,Cougarbots,9,6,151,80,5,W2,
1516resq-iacmplcr,4324,Lost In Time,10,6,150,96,5,,
1516resq-iacmplcr,5063,TNT,11,6,146,171,5,,
1516resq-iacmplcr,6113,WHO,12,6,137,112,5,F1,
1516resq-iacmplcr,6458,ShuffleBots,13,6,118,108,5,F2,
1516resq-iacmplcr,10525,Illusion Bots,14,6,73,54,5,,
1516resq-iacmplcr,4272,Mechametrozilla,15,4,271,85,5,S2,
1516resq-iacmplcr,9969,Wolfpack,16,4,260,112,5,,
1516resq-iacmplcr,7110,The Element of Surprise,17,4,212,110,5,S1,
1516resq-iacmplcr,5913,Drop It Like It's Bot,18,4,174,81,5,S2,
1516resq-iacmplcr,4150,Dark Matter,19,4,96,39,5,,
1516resq-iacmplcr,6532,RoboBears,20,2,186,72,5,,
1516resq-iacmplcr,7189,McKinley 5,21,2,160,78,5,,
1516resq-iacmplcr,8732,Thunderbotz,22,2,133,84,5,,
1516resq-iacmplcr,9708,Sparklebots,23,2,124,71,5,,
1516resq-iacmplcr,4175,The Toxic Avengers,24,0,73,47,5,,
