TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-ilch,10109,Meteors,1,10,142,123,5,SC,
1516resq-ilch,10387,Red Hot,2,10,108,105,5,SC,
1516resq-ilch,10138,Newton Busters FTC,3,8,326,185,5,FC,
1516resq-ilch,10630,Beta Team,4,8,264,148,5,S1,
1516resq-ilch,5452,Robot to the Knee,5,8,185,135,5,WC,
1516resq-ilch,10635,FVRFTC2015-4,6,6,284,148,5,W1,
1516resq-ilch,4337,DeVry Daemons,7,6,215,139,5,S1,
1516resq-ilch,10510,I'm BOTman,8,6,198,115,5,,
1516resq-ilch,8873,Enginuity,9,6,183,141,5,W2,
1516resq-ilch,116,Crazy Eights,10,6,146,117,5,,
1516resq-ilch,7351,Dynamic Signals,11,6,137,141,5,F1,
1516resq-ilch,7030,RoboMinds,12,6,137,87,5,,
1516resq-ilch,7738,Vaders,13,6,128,123,5,S2,
1516resq-ilch,5072,Wildcats,14,4,229,139,5,,
1516resq-ilch,10253,Bobcats Robotics,15,4,223,119,5,,
1516resq-ilch,10252,Lightning Strike,16,4,216,105,5,S2,
1516resq-ilch,5294,Invertibles,17,4,195,59,5,,
1516resq-ilch,10608,FVRFTC2015-2,18,4,193,105,5,,
1516resq-ilch,10182,DRW Cheetahs,19,4,193,82,5,,
1516resq-ilch,9929,TNT (Tech Ninja Team),20,4,190,116,5,,
1516resq-ilch,8770,Big Gear on the Inside,21,4,164,52,5,,
1516resq-ilch,10607,FVRFTC2015-1,22,4,132,66,5,,
1516resq-ilch,9506,Quadratic Crushers,23,4,80,52,5,,
1516resq-ilch,7007,Techknow Bots,24,2,250,185,5,,
1516resq-ilch,4965,Animatores Romani,25,2,211,115,5,F2,
1516resq-ilch,4442,AluminNati,26,2,171,48,5,,
1516resq-ilch,10836,H^4,27,2,137,116,5,,
1516resq-ilch,10415,Warbots,28,0,199,105,5,,
