TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,OPR-,OPRm-,OPRA,OPRmA,OPRB,OPRmB,OPRT,OPRmT,OPRE,OPRmE,OPRP,OPRmP,OPRp,OPRmp,
1516resq-ne-cmp,10445,Sentinel Robotics,1,10,421,284,5,FC,1.00,72.7,70.1,74.9,70.9,2.0,2.2,0.0,0.0,71.2,69.0,2.3,0.4,-2.8,-1.6,0.6,0.7,
1516resq-ne-cmp,6389,The Lazybotts,2,10,338,296,5,WC,1.00,165.4,146.7,157.0,140.3,7.6,6.3,0.0,0.0,167.1,144.4,-17.6,-10.5,8.4,6.4,0.1,-0.0,
1516resq-ne-cmp,5153,Bobcat 1,3,8,459,296,5,SC,0.80,114.2,104.8,114.9,104.5,0.1,0.5,0.0,0.0,65.6,64.3,49.4,39.8,-1.0,0.1,0.2,0.1,
1516resq-ne-cmp,9792,GSA RoboNerds,4,8,344,224,5,SC,0.80,69.2,67.1,67.1,66.2,2.6,2.3,0.0,0.0,61.5,58.7,2.9,5.1,2.2,0.8,-0.1,-0.1,
1516resq-ne-cmp,7229,BZ Club,5,8,182,206,5,S1,0.80,33.0,34.5,37.8,37.1,2.8,2.6,0.0,0.0,34.0,34.2,1.1,0.4,-5.0,-2.8,0.1,0.0,
1516resq-ne-cmp,5985,Marsupial Tech,6,6,415,185,5,W1,0.60,81.2,71.3,83.6,72.6,3.7,3.0,0.0,0.0,90.3,75.3,-9.9,-5.4,-3.0,-1.7,0.6,0.3,
1516resq-ne-cmp,5149,Robota Red,7,6,361,159,5,F2,0.60,46.6,45.6,47.9,46.1,1.0,1.0,0.0,0.0,39.8,38.0,6.8,6.9,-1.0,-0.4,-0.2,-0.2,
1516resq-ne-cmp,7123,The Fellowship,8,6,332,166,5,F1,0.60,61.4,56.9,61.7,56.4,1.8,1.4,0.0,0.0,76.1,65.1,-15.7,-9.9,-0.7,0.1,0.4,0.2,
1516resq-ne-cmp,10841,Pirates of the Grand Island,9,6,292,95,5,,0.60,15.5,22.3,14.2,21.7,1.0,1.2,0.0,0.0,10.4,19.5,2.2,0.8,2.0,0.8,-0.6,-0.3,
1516resq-ne-cmp,8824,RoboStorm,10,6,267,151,5,,0.60,34.2,39.2,33.6,38.8,-0.5,-0.3,0.0,0.0,24.1,28.7,10.8,10.8,-0.2,-0.1,0.8,0.4,
1516resq-ne-cmp,9041,STOBOR (robots sdrawkcab),11,6,262,162,5,S2,0.60,33.0,34.1,25.1,27.7,3.3,2.7,0.0,0.0,18.9,21.1,9.5,9.5,1.3,0.6,6.6,5.6,
1516resq-ne-cmp,6412,Team++,12,4,548,185,5,W2,0.40,88.4,82.9,87.5,82.5,0.6,0.8,0.0,0.0,38.1,42.3,48.5,39.3,1.2,0.4,-0.3,-0.1,
1516resq-ne-cmp,5250,Loading...,13,4,391,214,5,,0.40,75.1,68.3,77.3,69.9,-0.3,-0.2,0.0,0.0,60.2,55.7,15.5,13.1,-0.2,-0.4,-2.0,-1.3,
1516resq-ne-cmp,9796,ACME Robotics,14,4,317,139,5,,0.40,7.8,21.0,-3.1,12.5,0.5,1.0,0.0,0.0,-5.4,11.0,1.7,0.6,10.9,8.4,0.0,0.0,
1516resq-ne-cmp,5611,Robo Bears,15,4,311,222,5,S2,0.40,92.2,83.4,97.6,86.4,1.6,1.7,0.0,0.0,61.3,57.1,33.5,27.1,-4.2,-2.6,-1.2,-0.5,
1516resq-ne-cmp,9575,Benton Middle School,16,4,268,103,5,S1,0.40,47.8,43.8,50.2,45.2,0.8,0.7,0.0,0.0,48.7,44.1,-1.5,-1.1,-0.2,-0.1,-2.2,-1.4,
1516resq-ne-cmp,8611,MECattack,17,4,228,128,5,,0.40,11.3,17.2,9.7,16.4,-0.9,-0.6,0.0,0.0,5.5,10.4,5.2,6.8,1.4,0.5,0.2,0.2,
1516resq-ne-cmp,7868,BB Tech Team,18,4,196,97,5,,0.40,29.3,33.0,28.4,32.4,-0.2,0.1,0.0,0.0,29.3,33.3,-0.8,-0.9,1.0,0.4,-0.0,0.0,
1516resq-ne-cmp,6929,Data Force,19,4,178,176,5,,0.40,35.3,36.9,33.2,35.3,0.8,0.8,0.0,0.0,26.6,27.3,7.7,8.5,0.2,0.2,1.9,1.3,
1516resq-ne-cmp,7158,TechKnow Difficulties,20,4,159,91,5,,0.40,4.1,11.1,6.1,12.2,-0.6,-0.1,0.0,0.0,6.9,13.3,-2.3,-2.3,0.1,0.1,-2.0,-1.3,
1516resq-ne-cmp,3634,KISS,21,2,359,165,5,,0.20,28.6,30.8,29.8,31.0,1.0,1.0,0.0,0.0,23.1,23.2,5.7,6.9,-1.2,-0.4,0.1,0.0,
1516resq-ne-cmp,10018,Lawless Flogic,22,2,220,113,5,,0.20,-9.8,1.2,-13.6,-1.7,0.5,0.4,0.0,0.0,-0.2,6.9,-13.0,-8.2,3.0,2.0,0.8,0.8,
1516resq-ne-cmp,7924,Red Toques,23,0,204,103,5,,0.00,16.6,19.2,16.0,18.8,1.0,0.8,0.0,0.0,17.1,19.1,-1.3,-0.7,-0.2,-0.1,0.8,0.4,
1516resq-ne-cmp,10310,Flyers,24,0,196,97,5,,0.00,-8.5,2.0,-16.1,-4.2,-0.2,0.1,0.0,0.0,0.4,7.7,-8.8,-5.9,0.0,0.1,7.6,6.1,
