TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-wacmplfe,9915,Robo Thunder,1,10,238,219,5,W1,
1516resq-wacmplfe,6163,ECPO,2,10,224,127,5,WC,
1516resq-wacmplfe,8546,Ultraviolet Catastrophe,3,8,177,201,5,S2,
1516resq-wacmplfe,9877,Care Bears,4,8,165,122,5,FC,
1516resq-wacmplfe,6257,2Saints,5,8,139,177,5,SC,
1516resq-wacmplfe,7759,Alpha,6,8,118,113,5,F1,
1516resq-wacmplfe,10244,S.W.A.G. Jr.,7,6,248,125,5,S2,
1516resq-wacmplfe,9184,Koality Bears,8,6,229,219,5,,
1516resq-wacmplfe,6188,Mount Si-Borgs,9,6,205,146,5,W2,
1516resq-wacmplfe,9876,The Countdown,10,6,184,116,5,SC,
1516resq-wacmplfe,9093,DecaForce,11,6,169,134,5,,
1516resq-wacmplfe,7760,Bravo,12,6,169,111,5,,
1516resq-wacmplfe,9455,CKMS,13,6,134,177,5,S1,
1516resq-wacmplfe,8030,Steel Wings,14,6,106,83,5,,
1516resq-wacmplfe,8548,The Refs,15,6,94,70,5,,
1516resq-wacmplfe,7742,The Electric Sheep,16,4,286,87,5,S1,
1516resq-wacmplfe,5061,Capital Gear Grinders,17,4,174,84,5,,
1516resq-wacmplfe,4448,Avanti Avengers4448,18,4,160,127,5,,
1516resq-wacmplfe,10548,North Thurston Titanias,19,4,155,116,5,,
1516resq-wacmplfe,8563,Unreal Elementics,20,4,150,87,5,,
1516resq-wacmplfe,2974,Metalli Ballatorum,21,4,139,131,5,,
1516resq-wacmplfe,10718,Panthers,22,4,127,122,5,,
1516resq-wacmplfe,10285,E2C2,23,4,126,111,5,F2,
1516resq-wacmplfe,10720,Evergreen Bots,24,4,100,92,5,,
1516resq-wacmplfe,10424,Legion of Zoom,25,2,203,106,5,,
1516resq-wacmplfe,9878,MonopOly,26,2,140,195,5,,
1516resq-wacmplfe,9831,RoboBears,27,2,132,58,5,,
1516resq-wacmplfe,7977,Wolverines,28,2,116,125,5,,
1516resq-wacmplfe,9814,Avanti X Mutants,29,0,170,86,5,,
1516resq-wacmplfe,6136,Circiut Breakers,30,0,135,67,5,,
