TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-wacmplte,6128,Dragons,1,10,216,165,5,WC,
1516resq-wacmplte,6220,Centripetal,2,10,176,150,5,W1,
1516resq-wacmplte,8923,Perpetual Velocity,3,10,164,115,5,S1,
1516resq-wacmplte,5073,none,4,8,364,185,5,SC,
1516resq-wacmplte,3491,FIX IT,5,8,327,220,5,S1,
1516resq-wacmplte,417,S.K.I.D,6,8,228,125,5,F1,
1516resq-wacmplte,3543,Titan Robotics,7,6,398,194,5,S2,
1516resq-wacmplte,5920,Mini DogBot,8,6,353,166,5,FC,
1516resq-wacmplte,9884,EPSilon Blue,9,6,275,130,5,,
1516resq-wacmplte,7456,VVMS RoboClub,10,6,240,101,5,,
1516resq-wacmplte,9330,NeoBots,11,6,224,94,5,,
1516resq-wacmplte,7342,Hibernotics,12,6,138,141,5,F2,
1516resq-wacmplte,7198,Cyborg Ferrets,13,4,498,194,5,SC,
1516resq-wacmplte,8934,Cyborg Ferrets,14,4,425,185,5,,
1516resq-wacmplte,9517,Robocubs,15,4,311,151,5,,
1516resq-wacmplte,9576,DHERL!,16,4,292,105,5,,
1516resq-wacmplte,8103,EPSilon Red,17,4,290,166,5,,
1516resq-wacmplte,7330,Overlake FTC,18,4,267,150,5,,
1516resq-wacmplte,10230,Granite Bots,19,4,266,181,5,,
1516resq-wacmplte,7746,Sehome Seahorses,20,4,249,138,5,,
1516resq-wacmplte,10197,SeaBots,21,4,197,131,5,,
1516resq-wacmplte,7676,Whidbey Island Wildcats,22,4,161,151,5,,
1516resq-wacmplte,6463,Sehome Sea Monsters,23,4,146,46,5,,
1516resq-wacmplte,9246,Cedarcrest,24,4,119,133,5,,
1516resq-wacmplte,8567,RoboPir8s,25,2,413,220,5,S2,
1516resq-wacmplte,7334,Terabytes,26,2,315,172,5,,
1516resq-wacmplte,9588,Sultan SMaRT,27,2,267,150,5,,
1516resq-wacmplte,10225,Lions,28,2,257,141,5,,
1516resq-wacmplte,10835,TestOA,29,2,171,89,5,,
1516resq-wacmplte,6485,BEARbots,30,2,169,50,5,W2,
