TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-orcba1,7470,Elite Tech,1,10,110,70,5,,
1617velv-orcba1,7474,VWA,2,8,90,55,5,,
1617velv-orcba1,6741,HHS Robotics,3,8,55,60,5,,
1617velv-orcba1,8153,Aperture Robotics,4,6,130,70,5,,
1617velv-orcba1,11887,Hermiston Middle Schools Robotics,5,6,100,60,5,,
1617velv-orcba1,8096,Tiger Robotics,6,4,100,70,5,,
1617velv-orcba1,10530,Robotica,7,4,75,47,5,,
1617velv-orcba1,7497,Blackout,8,4,65,70,5,,
1617velv-orcba1,10585,LHS Robotics,9,4,55,40,5,,
1617velv-orcba1,7499,The Nerdy Girls,10,2,60,25,5,,
1617velv-orcba1,12041,Ro-Bros,11,0,100,50,5,,
