TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-orsoar,12132,BioBotz2.0,1,6,30,80,3,,
1617velv-orsoar,11255,TSAR,2,4,65,50,4,,
1617velv-orsoar,7750,M&M's,3,4,31,60,2,,
1617velv-orsoar,12050,Master Cats,4,4,25,80,2,,
1617velv-orsoar,8372,TNT (Trial N Terror),5,4,15,50,2,,
1617velv-orsoar,7257,Da Builders,6,2,65,45,4,,
1617velv-orsoar,8161,Short Circuit,7,2,40,40,2,,
1617velv-orsoar,9851,C4,8,2,23,56,1,,
1617velv-orsoar,9567,Cybernetic Elks,9,2,20,45,3,,
1617velv-orsoar,9339,Rogue Mafia,10,2,11,40,2,,
1617velv-orsoar,10135,SHS Robotics,11,0,40,15,3,,
1617velv-orsoar,4662,Bulldog Robotics,12,0,20,20,1,,
1617velv-orsoar,10274,MPHS Botcats,13,0,20,10,2,,
