TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-orhb1,10339,YC Robots III,1,6,106,60,4,,
1617velv-orhb1,10659,Eagles 2,2,4,110,85,3,,
1617velv-orhb1,11089,Bytes of Kitkats,3,4,75,100,2,,
1617velv-orhb1,6712,Bullet Proof,4,4,65,86,3,,
1617velv-orhb1,7776,Loose Screws,5,4,40,55,2,,
1617velv-orhb1,11778,Century High Robotics,6,3,95,130,2,,
1617velv-orhb1,11703,Rough Cut Robotics,7,2,66,45,2,,
1617velv-orhb1,12000,Decent Canadians,8,1,76,30,4,,
1617velv-orhb1,9357,Red Hot Techy Pepperz,9,0,80,65,2,,
1617velv-orhb1,12216,Starry Knights,10,0,61,30,3,,
1617velv-orhb1,11556,Valley Catholic Robotics,11,0,20,20,1,,
