TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-orce2-Q-1,Q-1,20-17 R,8151,0,0,11847,0,0,20,17,
1617velv-orce2-Q-2,Q-2,30-70 B,11755,0,0,6833,0,0,30,70,
1617velv-orce2-Q-3,Q-3,70-0 R,5627,0,0,6833,0,0,70,0,
1617velv-orce2-Q-4,Q-4,12-80 B,11847,0,0,5627,0,0,12,80,
1617velv-orce2-Q-5,Q-5,36-10 R,8111,0,0,8151,0,0,36,10,
1617velv-orce2-Q-6,Q-6,40-80 B,8023,0,0,5627,0,0,40,80,
1617velv-orce2-Q-7,Q-7,47-55 B,8111,0,0,6727,0,0,47,55,
1617velv-orce2-Q-8,Q-8,50-30 R,11847,0,0,8243,0,0,50,30,
1617velv-orce2-Q-9,Q-9,70-18 R,8023,0,0,8111,0,0,70,18,
1617velv-orce2-Q-10,Q-10,30-70 B,5627,0,0,11755,0,0,30,70,
1617velv-orce2-Q-11,Q-11,10-70 B,6833,0,0,8023,0,0,10,70,
1617velv-orce2-Q-12,Q-12,25-15 R,8243,0,0,8023,0,0,25,15,
