TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-ormw3-Q-1,Q-1,40-10 R,9044,0,0,11447,0,0,40,10,
1617velv-ormw3-Q-2,Q-2,57-35 R,3963,0,0,4480,0,0,57,35,
1617velv-ormw3-Q-3,Q-3,20-35 B,11447,0,0,6476,0,0,20,35,
1617velv-ormw3-Q-4,Q-4,20-30 B,4480,0,0,10428,0,0,20,30,
1617velv-ormw3-Q-5,Q-5,30-20 R,3093,0,0,6717,0,0,30,20,
1617velv-ormw3-Q-6,Q-6,10-45 B,4480,0,0,3093,0,0,10,45,
1617velv-ormw3-Q-7,Q-7,40-10 R,6717,0,0,9044,0,0,40,10,
1617velv-ormw3-Q-8,Q-8,11-40 B,11447,0,0,4480,0,0,11,40,
1617velv-ormw3-Q-9,Q-9,30-40 B,6717,0,0,10428,0,0,30,40,
1617velv-ormw3-Q-10,Q-10,66-30 R,3093,0,0,11447,0,0,66,30,
1617velv-ormw3-Q-11,Q-11,20-40 B,10428,0,0,9044,0,0,20,40,
1617velv-ormw3-Q-12,Q-12,45-30 R,6717,0,0,4480,0,0,45,30,
