TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-orbe1,8949,The Gifted Gears,1,7,187,130,4,,
1617velv-orbe1,750,Gears in Motion,2,6,125,90,3,,
1617velv-orbe1,4097,The Pac-Bots,3,4,73,95,2,,
1617velv-orbe1,3058,Jury Riggers,4,3,116,75,2,,
1617velv-orbe1,3965,Twisted Metal,5,2,200,80,4,,
1617velv-orbe1,9774,Nano Ninjas,6,2,124,61,4,,
1617velv-orbe1,8610,ToborTech,7,2,100,60,2,,
1617velv-orbe1,7516,Mr. Roboto,8,2,32,45,1,,
1617velv-orbe1,7013,Hot Wired,9,1,70,70,1,,
1617velv-orbe1,9231,Big Bots,10,1,70,40,2,,
1617velv-orbe1,10565,System Online,11,0,119,55,3,,
1617velv-orbe1,12002,Tualatin FTC,12,0,70,45,2,,
