TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-orcbb2-Q-1,Q-1,5-40 B,7473,0,0,12042,0,0,5,40,
1617velv-orcbb2-Q-2,Q-2,40-0 R,10765,0,0,10531,0,0,40,0,
1617velv-orcbb2-Q-3,Q-3,25-25 T,9060,0,0,8154,0,0,25,25,
1617velv-orcbb2-Q-4,Q-4,5-0 R,7473,0,0,10765,0,0,5,0,
1617velv-orcbb2-Q-5,Q-5,20-20 T,12042,0,0,9060,0,0,20,20,
1617velv-orcbb2-Q-6,Q-6,50-0 R,10765,0,0,7473,0,0,50,0,
1617velv-orcbb2-Q-7,Q-7,70-10 R,10531,0,0,12042,0,0,70,10,
1617velv-orcbb2-Q-8,Q-8,0-40 B,8154,0,0,9060,0,0,0,40,
1617velv-orcbb2-Q-9,Q-9,20-10 R,12042,0,0,7496,0,0,20,10,
1617velv-orcbb2-Q-10,Q-10,60-10 R,8590,0,0,10765,0,0,60,10,
1617velv-orcbb2-Q-11,Q-11,40-20 R,10765,0,0,7496,0,0,40,20,
1617velv-orcbb2-Q-12,Q-12,20-50 B,10531,0,0,8590,0,0,20,50,
1617velv-orcbb2-Q-13,Q-13,10-45 B,8007,0,0,12042,0,0,10,45,
