TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,BTot,
1617velv-or-pbilt-Q-1,Q-1,190-90 R,7013,10652,0,9519,8949,0,190,90,
1617velv-or-pbilt-Q-2,Q-2,45-35 R,9531,9520,0,9231,11170,0,45,35,
1617velv-or-pbilt-Q-3,Q-3,45-130 B,7503,9470,0,3058,3965,0,45,130,
1617velv-or-pbilt-Q-4,Q-4,50-155 B,9774,9518,0,10565,4097,0,50,155,
1617velv-or-pbilt-Q-5,Q-5,65-55 R,8610,267,0,12002,4560,0,65,55,
1617velv-or-pbilt-Q-6,Q-6,45-45 T,7516,187,0,750,10652,0,45,45,
1617velv-or-pbilt-Q-7,Q-7,20-105 B,4560,10565,0,3965,9531,0,20,105,
1617velv-or-pbilt-Q-8,Q-8,70-80 B,750,12002,0,9774,9519,0,70,80,
1617velv-or-pbilt-Q-9,Q-9,145-30 R,8610,8949,0,7503,4097,0,145,30,
1617velv-or-pbilt-Q-10,Q-10,30-195 B,9231,3058,0,7516,7013,0,30,195,
1617velv-or-pbilt-Q-11,Q-11,80-31 R,11170,187,0,267,9518,0,80,31,
1617velv-or-pbilt-Q-12,Q-12,50-90 B,9470,4560,0,9520,9774,0,50,90,
1617velv-or-pbilt-Q-13,Q-13,190-90 R,750,8949,0,10565,11170,0,190,90,
1617velv-or-pbilt-Q-14,Q-14,34-20 R,9470,9518,0,9531,9519,0,34,20,
1617velv-or-pbilt-Q-15,Q-15,125-90 R,10652,3965,0,8610,9231,0,125,90,
1617velv-or-pbilt-Q-16,Q-16,85-65 R,9520,7516,0,267,4097,0,85,65,
1617velv-or-pbilt-Q-17,Q-17,215-65 R,12002,7013,0,7503,187,0,215,65,
1617velv-or-pbilt-Q-18,Q-18,65-3 R,3058,4560,0,10652,9518,0,65,3,
1617velv-or-pbilt-Q-19,Q-19,25-45 B,267,7503,0,9231,9519,0,25,45,
1617velv-or-pbilt-Q-20,Q-20,165-85 R,8610,750,0,7013,9470,0,165,85,
1617velv-or-pbilt-Q-21,Q-21,65-100 B,11170,4097,0,12002,3965,0,65,100,
1617velv-or-pbilt-Q-22,Q-22,40-115 B,9520,187,0,10565,3058,0,40,115,
1617velv-or-pbilt-Q-23,Q-23,50-115 B,7516,9531,0,9774,8949,0,50,115,
1617velv-or-pbilt-Q-24,Q-24,41-85 B,9518,7503,0,750,9520,0,41,85,
1617velv-or-pbilt-Q-25,Q-25,110-220 B,9774,3965,0,267,7013,0,110,220,
1617velv-or-pbilt-Q-26,Q-26,70-20 R,9519,11170,0,7516,8610,0,70,20,
1617velv-or-pbilt-Q-27,Q-27,105-35 R,9231,8949,0,187,4560,0,105,35,
1617velv-or-pbilt-Q-28,Q-28,56-70 B,12002,10565,0,9470,10652,0,56,70,
1617velv-or-pbilt-Q-29,Q-29,115-85 R,4097,9531,0,3058,750,0,115,85,
1617velv-or-pbilt-SF-1-1,SF-1-1,95-100 B,9520,3965,4560,9470,9774,750,95,100,
1617velv-or-pbilt-SF-2-1,SF-2-1,260-60 R,8949,7013,8610,267,4097,3058,260,60,
1617velv-or-pbilt-SF-1-2,SF-1-2,70-100 B,9520,3965,4560,9470,9774,750,70,100,
1617velv-or-pbilt-SF-2-2,SF-2-2,270-55 R,8949,7013,8610,267,4097,3058,270,55,
1617velv-or-pbilt-F-1,F-1,150-295 B,9470,9774,750,8949,7013,8610,150,295,
1617velv-or-pbilt-F-2,F-2,30-340 B,9470,9774,750,8949,7013,8610,30,340,
