TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-orso3-Q-1,Q-1,39-35 R,7257,0,0,10135,0,0,39,35,
1617velv-orso3-Q-2,Q-2,55-70 B,12050,0,0,9339,0,0,55,70,
1617velv-orso3-Q-3,Q-3,46-5 R,9567,0,0,4662,0,0,46,5,
1617velv-orso3-Q-4,Q-4,55-35 R,8372,0,0,12050,0,0,55,35,
1617velv-orso3-Q-5,Q-5,40-20 R,9851,0,0,12132,0,0,40,20,
1617velv-orso3-Q-6,Q-6,10-125 B,7257,0,0,8372,0,0,10,125,
1617velv-orso3-Q-7,Q-7,45-20 R,8161,0,0,11255,0,0,45,20,
1617velv-orso3-Q-8,Q-8,25-85 B,12132,0,0,7257,0,0,25,85,
1617velv-orso3-Q-9,Q-9,35-90 B,10135,0,0,7750,0,0,35,90,
1617velv-orso3-Q-10,Q-10,45-10 R,8161,0,0,4662,0,0,45,10,
1617velv-orso3-Q-11,Q-11,45-75 B,10135,0,0,8372,0,0,45,75,
1617velv-orso3-Q-12,Q-12,10-45 B,9567,0,0,7257,0,0,10,45,
1617velv-orso3-Q-13,Q-13,15-50 B,12050,0,0,12132,0,0,15,50,
1617velv-orso3-Q-14,Q-14,30-41 B,9339,0,0,9851,0,0,30,41,
1617velv-orso3-Q-15,Q-15,70-0 R,8372,0,0,11255,0,0,70,0,
1617velv-orso3-Q-16,Q-16,80-20 R,7750,0,0,9567,0,0,80,20,
1617velv-orso3-Q-17,Q-17,26-80 B,4662,0,0,7257,0,0,26,80,
