TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-orpo1,9470,Jefferson High School / SEI,1,10,51,70,5,,1.00,41.6,35.5,
1617velv-orpo1,7503,Lightning Bolts,2,7,75,80,5,,0.70,24.2,21.7,
1617velv-orpo1,4560,Phoenix,3,6,65,70,5,,0.60,17.1,17.6,
1617velv-orpo1,10652,Robo Rebels,4,6,50,80,5,,0.60,16.0,17.0,
1617velv-orpo1,187,Old Ducks,5,6,46,50,5,,0.60,14.5,14.0,
1617velv-orpo1,9520,The Slingshot,6,4,71,50,5,,0.40,16.5,14.4,
1617velv-orpo1,11170,Central Catholic High School,7,3,81,30,5,,0.30,6.2,8.2,
1617velv-orpo1,9519,Musclebots,8,3,76,50,5,,0.30,6.0,8.3,
1617velv-orpo1,267,EMP,9,3,70,55,5,,0.30,13.6,12.5,
1617velv-orpo1,9518,Error,10,2,41,30,5,,0.20,-11.5,-5.7,
