TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-orcbb3,7473,The Pride,1,6,30,55,3,,
1617velv-orcbb3,8154,Modern Americans,2,5,70,35,3,,
1617velv-orcbb3,12042,Gear Grinders,3,5,50,40,3,,
1617velv-orcbb3,10531,BB-8 Builders,4,3,20,40,2,,
1617velv-orcbb3,8007,Bulldog Robotics,5,2,55,30,4,,
1617velv-orcbb3,9060,Smarties,6,2,45,60,3,,
1617velv-orcbb3,8590,Bear Mettle,7,2,10,45,1,,
1617velv-orcbb3,8890,Stanfield Robotics,8,2,10,30,3,,
1617velv-orcbb3,10765,M.A.L.E.,9,2,10,20,1,,
1617velv-orcbb3,7496,Cyberbots,10,1,50,20,4,,
1617velv-orcbb3,12040,Silent Bot Deadly,11,0,30,20,3,,
