TournamentCode,Num,Name,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,OPR-,OPRm-,OPRA,OPRmA,OPRB,OPRmB,OPRT,OPRmT,OPRE,OPRmE,OPRP,OPRmP,OPRp,OPRmp,
1617velv-or-pbilt,7013,Hot Wired,1,8,340,220,5,W1,0.80,161.6,134.0,163.4,133.3,73.0,60.5,0.0,0.0,56.7,48.0,35.1,27.2,-3.1,-1.7,1.3,2.5,
1617velv-or-pbilt,3965,Twisted Metal,2,8,330,130,5,S1,0.80,83.9,71.8,89.2,74.0,53.6,46.8,0.0,0.0,21.4,17.8,10.5,7.3,-1.6,-0.1,-3.8,-2.1,
1617velv-or-pbilt,8949,The Gifted Gears,3,8,295,190,5,WC,0.80,90.3,81.5,88.8,80.6,59.2,52.5,0.0,0.0,33.5,29.6,-2.6,-0.8,0.2,0.2,1.3,0.7,
1617velv-or-pbilt,9520,The Slingshot,4,8,221,90,5,SC,0.80,33.6,33.0,34.0,32.8,17.6,17.2,0.0,0.0,20.2,18.5,-0.9,-0.8,-3.4,-2.1,3.0,2.3,
1617velv-or-pbilt,10652,Robo Rebels,5,7,244,190,5,,0.70,20.5,30.0,11.9,23.7,23.9,25.3,0.0,0.0,8.9,12.3,-13.9,-8.5,1.6,0.8,7.0,5.5,
1617velv-or-pbilt,9774,Nano Ninjas,6,6,330,115,5,F1,0.60,41.4,44.4,41.2,44.6,44.6,42.1,0.0,0.0,-3.3,1.4,-1.6,0.0,1.7,0.8,-1.4,-1.0,
1617velv-or-pbilt,8610,ToborTech,7,6,270,165,5,W2,0.60,56.0,51.6,54.3,50.3,25.1,23.5,0.0,0.0,9.3,10.6,19.2,15.4,2.5,2.0,-0.9,-0.6,
1617velv-or-pbilt,9519,Musclebots,8,6,215,90,5,,0.60,20.5,22.9,20.2,22.1,9.5,11.7,0.0,0.0,9.6,10.0,2.7,1.8,-1.3,-0.7,1.6,1.5,
1617velv-or-pbilt,9531,Short Circuits,9,6,210,115,5,,0.60,24.6,28.2,23.5,27.9,12.0,13.8,0.0,0.0,11.2,13.0,-0.5,0.5,1.8,0.8,-0.7,-0.5,
1617velv-or-pbilt,3058,Jury Riggers,10,6,203,130,5,S2,0.60,39.7,41.9,35.2,39.8,23.6,24.1,0.0,0.0,9.1,10.9,5.8,6.5,1.2,0.4,3.3,1.7,
1617velv-or-pbilt,750,Gears in Motion,11,5,326,165,5,F2,0.50,62.6,58.2,69.0,61.8,34.6,32.6,0.0,0.0,21.2,19.6,9.1,7.2,-2.3,-1.3,-4.1,-2.3,
1617velv-or-pbilt,7516,Mr. Roboto,12,5,190,195,5,,0.50,17.7,26.4,17.1,25.3,4.1,8.4,0.0,0.0,17.0,18.0,-2.5,0.2,-0.9,-0.2,1.5,1.3,
1617velv-or-pbilt,4097,The Pac-Bots,13,4,285,155,5,S1,0.40,56.4,51.6,57.1,51.5,30.1,28.2,0.0,0.0,25.6,22.6,2.5,1.7,-1.9,-0.9,1.2,1.1,
1617velv-or-pbilt,267,EMP,14,4,276,220,5,SC,0.40,21.5,30.3,12.0,22.9,11.5,15.2,0.0,0.0,11.3,13.3,-3.2,0.3,2.0,1.4,7.5,6.0,
1617velv-or-pbilt,12002,Tualatin FTC,15,4,231,215,5,,0.40,24.2,34.6,2.0,17.9,8.1,14.1,0.0,0.0,7.1,10.7,-2.5,0.8,11.6,8.9,10.6,7.8,
1617velv-or-pbilt,11170,Central Catholic High School,16,4,231,90,5,,0.40,33.1,34.5,24.2,26.8,16.3,16.1,0.0,0.0,14.6,15.1,-2.1,-0.9,4.3,4.1,4.5,3.6,
1617velv-or-pbilt,10565,System Online,17,4,216,155,5,,0.40,54.0,49.7,50.8,46.1,37.1,33.4,0.0,0.0,8.3,9.0,2.1,1.7,6.4,5.5,-3.2,-1.9,
1617velv-or-pbilt,9470,Jefferson High School / SEI,18,4,216,85,5,FC,0.40,12.9,19.7,4.8,13.7,-12.6,-5.8,0.0,0.0,17.4,17.7,6.8,7.2,1.3,0.5,6.9,5.5,
1617velv-or-pbilt,9231,Big Bots,19,4,215,105,5,,0.40,13.1,18.7,16.5,20.6,-4.7,0.4,0.0,0.0,15.8,15.6,3.4,3.5,-1.4,-0.8,-2.0,-1.0,
1617velv-or-pbilt,187,Old Ducks,20,3,176,80,5,,0.30,30.6,29.8,14.4,16.9,-3.4,-0.2,0.0,0.0,17.7,17.0,-0.3,-0.2,16.5,13.2,-0.3,-0.3,
1617velv-or-pbilt,4560,Phoenix,21,2,163,65,5,S2,0.20,12.7,14.9,23.6,21.4,1.4,2.4,0.0,0.0,13.1,12.4,5.6,4.5,-7.4,-4.6,-3.5,-2.0,
1617velv-or-pbilt,9518,Error,22,2,145,50,5,,0.20,9.5,9.5,7.0,6.1,-3.0,-0.7,0.0,0.0,6.6,5.9,8.1,5.4,-2.3,-1.2,4.8,4.6,
1617velv-or-pbilt,7503,Lightning Bolts,23,0,166,65,5,,0.00,15.0,17.5,14.1,15.5,7.5,7.2,0.0,0.0,1.5,4.1,1.2,1.4,4.9,4.7,-4.0,-2.7,
