TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-orpo1-Q-1,Q-1,0-50 B,9519,7503,0,9470,10652,0,0,50,
1617velv-orpo1-Q-2,Q-2,55-5 R,267,4560,0,9520,9518,0,55,5,
1617velv-orpo1-Q-3,Q-3,10-0 R,187,10652,0,11170,267,0,10,0,
1617velv-orpo1-Q-4,Q-4,30-25 R,9518,9470,0,9520,11170,0,30,25,
1617velv-orpo1-Q-5,Q-5,40-30 R,7503,4560,0,187,9519,0,40,30,
1617velv-orpo1-Q-6,Q-6,30-21 R,9519,9520,0,187,11170,0,30,21,
1617velv-orpo1-Q-7,Q-7,25-70 B,10652,267,0,9470,4560,0,25,70,
1617velv-orpo1-Q-8,Q-8,10-80 B,9518,267,0,7503,10652,0,10,80,
1617velv-orpo1-Q-9,Q-9,50-1 R,9470,9519,0,187,9518,0,50,1,
1617velv-orpo1-Q-10,Q-10,30-5 R,11170,7503,0,4560,9520,0,30,5,
1617velv-orpo1-Q-11,Q-11,30-30 T,9519,11170,0,267,7503,0,30,30,
1617velv-orpo1-Q-12,Q-12,0-50 B,4560,9518,0,187,9470,0,0,50,
1617velv-orpo1-Q-13,Q-13,50-15 R,9520,187,0,10652,9519,0,50,15,
