TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-orpo1,9470,Jefferson High School / SEI,1,10,51,70,5,,
1617velv-orpo1,7503,Lightning Bolts,2,7,75,80,5,,
1617velv-orpo1,4560,Phoenix,3,6,65,70,5,,
1617velv-orpo1,10652,Robo Rebels,4,6,50,80,5,,
1617velv-orpo1,187,Old Ducks,5,6,46,50,5,,
1617velv-orpo1,9520,The Slingshot,6,4,71,50,5,,
1617velv-orpo1,11170,Central Catholic High School,7,3,81,30,5,,
1617velv-orpo1,9519,Musclebots,8,3,76,50,5,,
1617velv-orpo1,267,EMP,9,3,70,55,5,,
1617velv-orpo1,9518,Error,10,2,41,30,5,,
