TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-orcba1-Q-1,Q-1,70-15 R,8153,7470,0,7497,11887,0,70,15,
1617velv-orcba1-Q-2,Q-2,15-60 B,7499,7474,0,6741,8096,0,15,60,
1617velv-orcba1-Q-3,Q-3,42-0 R,10530,6741,0,12041,10585,0,42,0,
1617velv-orcba1-Q-4,Q-4,20-10 R,7497,10585,0,8096,7499,0,20,10,
1617velv-orcba1-Q-5,Q-5,45-55 B,8153,10530,0,7474,7470,0,45,55,
1617velv-orcba1-Q-6,Q-6,50-60 B,12041,8096,0,11887,8153,0,50,60,
1617velv-orcba1-Q-7,Q-7,20-25 B,7474,12041,0,7470,7499,0,20,25,
1617velv-orcba1-Q-8,Q-8,45-10 R,11887,6741,0,10530,7497,0,45,10,
1617velv-orcba1-Q-9,Q-9,10-35 B,10585,7499,0,7474,8153,0,10,35,
1617velv-orcba1-Q-10,Q-10,25-20 R,7470,11887,0,10585,6741,0,25,20,
1617velv-orcba1-Q-11,Q-11,70-15 R,7497,8096,0,10530,12041,0,70,15,
1617velv-orcba1-Q-12,Q-12,10-30 B,8153,8096,0,7470,6741,0,10,30,
1617velv-orcba1-Q-13,Q-13,40-15 R,10585,7474,0,12041,7497,0,40,15,
1617velv-orcba1-Q-14,Q-14,5-47 B,7499,11887,0,10530,7474,0,5,47,
