TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-cancgo,8381,M,1,9,135,145,5,WC,
1617velv-cancgo,8872,Robopocalypse,2,8,190,280,5,FC,
1617velv-cancgo,9914,RoboWarriors,3,8,100,280,5,W1,
1617velv-cancgo,524,Boss Bots,4,6,130,130,5,SC,
1617velv-cancgo,8404,Quixilver,5,6,115,120,5,F1,
1617velv-cancgo,12105,Robonox,6,5,168,90,5,S1,
1617velv-cancgo,11101,Insert Name Here,7,5,150,55,5,SC,
1617velv-cancgo,7390,M-SET Jellyfish,8,5,130,100,5,,
1617velv-cancgo,12224,Blue Smoke,9,4,103,55,5,,
1617velv-cancgo,10917,ninja-te.ch,10,4,68,75,5,,
1617velv-cancgo,8375,Vulcan Robotics,11,4,65,75,5,,
1617velv-cancgo,2891,WarriorBorgs,12,2,103,50,5,S1,
1617velv-cancgo,12136,ICahn Robotics Society,13,0,60,40,5,,
