TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,OPR-,OPRm-,OPRA,OPRmA,OPRB,OPRmB,OPRT,OPRmT,OPRE,OPRmE,OPRP,OPRmP,OPRp,OPRmp,
1617velv-cancgo,8381,M,1,9,135,145,5,WC,0.90,69.6,62.6,89.0,74.2,51.6,42.0,0.0,0.0,27.6,26.3,-0.6,-0.3,-9.0,-5.5,-10.4,-6.2,
1617velv-cancgo,8872,Robopocalypse,2,8,190,280,5,FC,0.80,100.5,86.2,83.8,68.6,44.4,36.0,0.0,0.0,26.9,24.6,0.0,0.0,29.1,25.4,-12.4,-8.0,
1617velv-cancgo,9914,RoboWarriors,3,8,100,280,5,W1,0.80,88.0,79.0,48.0,46.3,11.5,13.8,0.0,0.0,31.5,28.6,0.3,0.2,44.7,36.2,-4.7,-3.7,
1617velv-cancgo,524,Boss Bots,4,6,130,130,5,SC,0.60,31.4,30.0,16.0,18.9,13.1,13.6,0.0,0.0,14.1,13.2,2.0,1.6,2.3,1.4,13.2,9.5,
1617velv-cancgo,8404,Quixilver,5,6,115,120,5,F1,0.60,38.5,35.8,30.0,29.3,6.6,8.8,0.0,0.0,27.7,24.4,0.4,0.2,3.8,2.2,4.7,4.1,
1617velv-cancgo,12105,Robonox,6,5,168,90,5,S1,0.50,-5.2,4.5,-35.6,-22.2,-10.7,-4.3,0.0,0.0,8.8,10.1,0.2,0.1,-3.5,-1.6,33.9,28.1,
1617velv-cancgo,11101,Insert Name Here,7,5,150,55,5,SC,0.50,12.3,15.4,15.1,14.9,8.4,7.3,0.0,0.0,16.5,15.7,-0.8,-0.5,-11.8,-7.3,9.0,7.6,
1617velv-cancgo,7390,M-SET Jellyfish,8,5,130,100,5,,0.50,14.1,17.8,11.8,17.5,1.7,5.8,0.0,0.0,14.8,14.1,0.0,-0.0,-2.4,-2.2,4.7,2.4,
1617velv-cancgo,12224,Blue Smoke,9,4,103,55,5,,0.40,9.2,10.9,11.5,11.3,6.4,5.6,0.0,0.0,0.3,3.3,-0.3,-0.2,2.7,2.1,-5.0,-2.7,
1617velv-cancgo,10917,ninja-te.ch,10,4,68,75,5,,0.40,3.0,5.2,7.7,6.9,8.8,6.1,0.0,0.0,2.9,4.6,-0.5,-0.3,-8.2,-5.3,3.5,3.5,
1617velv-cancgo,8375,Vulcan Robotics,11,4,65,75,5,,0.40,9.9,12.9,-25.5,-17.8,2.3,2.7,0.0,0.0,7.3,8.4,-0.5,-0.3,0.8,1.9,34.6,28.6,
1617velv-cancgo,2891,WarriorBorgs,12,2,103,50,5,S1,0.20,0.9,6.4,12.4,14.4,-1.9,1.0,0.0,0.0,8.1,8.9,-0.2,-0.2,-5.1,-3.5,-6.4,-4.6,
1617velv-cancgo,12136,ICahn Robotics Society,13,0,60,40,5,,0.00,5.9,7.8,7.0,6.6,-4.9,-2.6,0.0,0.0,-3.1,-0.5,1.9,1.6,11.9,9.1,-13.0,-8.1,
