TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-vanod2,7278,LibraryBots,1,8,156,95,5,WC,
1617velv-vanod2,8535,Game Masters,2,8,135,240,5,FC,
1617velv-vanod2,4592,Nuts and Bolts,3,8,105,145,5,SC,
1617velv-vanod2,8297,Geared UP!,4,8,100,95,5,W1,
1617velv-vanod2,965,The League of Incompetent Gentlemen,5,6,170,125,5,SC,
1617velv-vanod2,10414,Centreville Robotics 2,6,6,158,90,5,,
1617velv-vanod2,6700,X BOTS,7,6,146,95,5,F1,
1617velv-vanod2,1885,ILITE Robotics,8,6,111,240,5,S1,
1617velv-vanod2,7039,Lord of the Bricks,9,6,95,125,5,,
1617velv-vanod2,11112,RoboLords,10,6,91,75,5,S2,
1617velv-vanod2,10516,Centreville Robotics 3,11,6,88,125,5,,
1617velv-vanod2,5872,MAVERICS,12,6,63,45,5,,
1617velv-vanod2,7844,Ratchet Bots,13,4,177,65,5,S2,
1617velv-vanod2,369,OHS 623 FTC Team 2,14,4,115,65,5,F2,
1617velv-vanod2,6029,Robowiz,15,4,108,125,5,W2,
1617velv-vanod2,194,ILITE Robotics,16,4,107,65,5,,
1617velv-vanod2,354,ILITE Robotics,17,4,103,85,5,,
1617velv-vanod2,6408,Falcons Robotics,18,4,101,55,5,,
1617velv-vanod2,9845,Minions Robotics Agency (MRA) - The RoboMinions,19,4,55,145,5,,
1617velv-vanod2,8702,Grey Jedi,20,4,38,70,5,S1,
1617velv-vanod2,10377,FCHS FTC#2,21,2,125,45,5,,
1617velv-vanod2,10422,baseMentality,22,2,102,60,5,,
1617velv-vanod2,7955,Archetype,23,2,96,50,5,,
1617velv-vanod2,9825,Electrobotz,24,2,91,72,5,,
