TournamentCode,Num,Name,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,OPR-,OPRm-,OPRA,OPRmA,OPRB,OPRmB,OPRT,OPRmT,OPRE,OPRmE,OPRP,OPRmP,OPRp,OPRmp,
1617velv-ne-cmp,7261,Omega Robotics,1,10,339,170,5,FC,1.00,99.7,87.2,91.5,78.7,52.3,44.5,0.0,0.0,22.5,21.3,19.9,16.5,5.0,4.7,3.2,3.6,
1617velv-ne-cmp,5037,got robot?,2,10,222,135,5,SC,1.00,41.1,45.0,40.4,44.7,4.1,8.4,0.0,0.0,16.3,17.1,22.2,20.2,-1.5,-0.9,2.2,1.0,
1617velv-ne-cmp,5153,Bobcat 1,3,10,182,150,5,WC,1.00,56.7,54.1,59.1,53.4,14.1,14.0,0.0,0.0,19.5,19.2,19.4,16.4,3.7,4.3,-6.1,-3.8,
1617velv-ne-cmp,7229,BZ Club,4,8,295,130,5,SC,0.80,72.3,64.1,58.6,50.8,36.1,31.1,0.0,0.0,12.6,12.6,11.5,9.6,12.2,10.7,1.6,2.4,
1617velv-ne-cmp,5466,Davenport West - Combustible Lemons,5,8,240,180,5,S1,0.80,70.0,64.8,68.0,62.0,33.2,29.7,0.0,0.0,39.5,35.6,-3.2,-2.2,0.5,1.5,1.5,1.1,
1617velv-ne-cmp,10841,The Pirates of The Grand Island,6,7,375,170,5,F1,0.70,64.7,61.9,56.5,55.3,31.3,29.5,0.0,0.0,31.3,29.3,-6.8,-4.2,8.8,7.0,-0.7,-0.6,
1617velv-ne-cmp,7123,The Fellowship of the Loose Screws,7,7,256,135,5,S1,0.70,58.7,54.9,65.6,58.9,24.3,21.4,0.0,0.0,35.9,33.1,2.4,2.8,-3.9,-2.5,-3.0,-1.6,
1617velv-ne-cmp,6929,Data Force,8,6,220,120,5,W1,0.60,59.9,55.5,64.3,58.7,24.4,22.7,0.0,0.0,36.1,32.6,-0.1,0.5,-0.5,-0.5,-4.0,-2.9,
1617velv-ne-cmp,9796,ACME Robotics,9,6,185,155,5,,0.60,31.8,32.9,38.4,36.9,12.5,12.5,0.0,0.0,13.1,13.5,5.8,6.5,0.4,0.2,-6.9,-4.5,
1617velv-ne-cmp,11079,Nuts & Bolts,10,6,168,130,5,F2,0.60,16.4,24.4,-20.5,-6.0,-0.1,4.6,0.0,0.0,14.6,15.5,-12.1,-7.4,14.0,11.5,22.8,18.7,
1617velv-ne-cmp,9041,STOBOR (robots sdrawkcab),11,5,342,150,5,S2,0.50,51.5,50.2,33.2,35.3,16.2,16.3,0.0,0.0,14.7,15.9,4.4,4.4,16.2,13.4,2.1,1.3,
1617velv-ne-cmp,10107,A League Of Their Own,12,4,271,120,5,W2,0.40,61.8,55.5,65.4,56.3,22.3,19.8,0.0,0.0,35.4,31.8,8.3,6.4,-4.3,-2.6,0.7,1.7,
1617velv-ne-cmp,6412,Team++,13,4,231,180,5,S2,0.40,35.9,37.0,32.5,33.2,13.2,14.2,0.0,0.0,18.2,18.4,-0.9,-0.6,5.4,4.9,-2.0,-1.3,
1617velv-ne-cmp,10310,Flyers,14,4,206,80,5,,0.40,26.5,27.2,33.3,31.4,5.9,7.1,0.0,0.0,15.9,16.0,7.2,5.4,-2.4,-1.4,-4.4,-3.0,
1617velv-ne-cmp,5611,Robo Bears,15,4,186,80,5,,0.40,11.3,16.1,8.9,12.7,-0.7,1.6,0.0,0.0,8.7,10.5,0.0,0.1,3.3,3.6,-0.9,-0.4,
1617velv-ne-cmp,11436,Hall County,16,4,173,105,5,,0.40,28.7,29.8,26.5,26.8,16.7,15.6,0.0,0.0,12.6,12.7,-6.4,-3.8,5.8,5.1,-3.7,-2.3,
1617velv-ne-cmp,11968,2 Angry Men & Matt,17,4,166,110,5,,0.40,14.7,19.6,0.1,7.1,13.5,13.4,0.0,0.0,1.5,5.5,-0.1,0.6,-0.2,-0.0,14.8,12.4,
1617velv-ne-cmp,7260,Polaris Tech,18,4,141,80,5,,0.40,18.1,20.8,1.4,7.0,-4.6,-1.0,0.0,0.0,20.4,19.5,2.2,1.9,0.1,0.1,16.6,13.5,
1617velv-ne-cmp,10018,Lawless Flogic,19,3,315,130,5,,0.30,22.5,25.4,22.8,23.8,10.7,11.8,0.0,0.0,7.2,9.0,11.3,8.7,-6.6,-4.3,6.3,5.8,
1617velv-ne-cmp,12340,Quantum Linked,20,2,102,91,5,,0.20,10.2,14.8,-5.8,1.2,-1.5,1.5,0.0,0.0,4.2,6.7,-0.2,-0.1,7.7,6.4,8.2,7.0,
1617velv-ne-cmp,7868,BB Tech Team,21,0,245,120,5,,0.00,25.8,26.4,30.7,29.6,7.0,8.0,0.0,0.0,17.5,16.7,0.9,1.2,0.6,0.4,-5.4,-3.7,
1617velv-ne-cmp,9675,,22,0,142,75,5,,0.00,0.4,5.4,-13.3,-6.5,9.8,10.0,0.0,0.0,-5.7,-2.9,-0.7,0.1,-3.0,-2.0,16.7,13.7,
1617velv-ne-cmp,11777,Titanium Badgers,23,0,140,55,5,,0.00,3.1,7.1,6.9,9.5,-3.6,-1.2,0.0,0.0,8.2,9.1,-0.9,-0.5,-0.6,-0.4,-3.2,-2.1,
