TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-lacmp,6448,Blue Jays,1,8,315,183,5,WC,
1516resq-lacmp,8956,Team Pyrogen,2,8,286,168,5,W1,
1516resq-lacmp,10571,Robotors,3,8,211,79,5,,
1516resq-lacmp,10337,Dark Matter,4,6,313,168,5,FC,
1516resq-lacmp,8991,The S.S. Epithemeus,5,6,281,93,5,SC,
1516resq-lacmp,9637,Dominidroids,6,6,278,121,5,S1,
1516resq-lacmp,10465,Patrick F. Taylor Academy High School Robotics,7,6,264,183,5,F1,
1516resq-lacmp,8897,FIRST Class Robotics,8,6,260,95,5,S1,
1516resq-lacmp,8960,Tech Titans,9,4,242,104,5,,
1516resq-lacmp,9223,The Power-Struck Girls,10,4,231,168,5,,
1516resq-lacmp,9958,Redfish Robotics,11,2,280,82,5,,
1516resq-lacmp,9768,Steel Eagles,12,2,265,82,5,SC,
1516resq-lacmp,8703,Tiger Robotics,13,0,261,67,5,,
