TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-wvcmp,5040,Loveland Nuts & Bolts,1,8,355,175,5,SC,
1617velv-wvcmp,8393,BrainSTEM,2,8,320,150,5,FC,
1617velv-wvcmp,8645,Robotic Doges,3,8,310,135,5,SC,
1617velv-wvcmp,6054,int elligence,4,8,245,135,5,WC,
1617velv-wvcmp,11362,M Cubed,5,6,320,125,5,W1,
1617velv-wvcmp,6029,Robowiz,6,6,310,135,5,F2,
1617velv-wvcmp,6253,Avalanche,7,6,280,135,5,S1,
1617velv-wvcmp,2821,CART,8,6,265,105,5,,
1617velv-wvcmp,6700,X BOTS,9,6,260,170,5,W2,
1617velv-wvcmp,8297,Geared UP!,10,6,260,170,5,S2,
1617velv-wvcmp,5421,RM'd and Dangerous,11,6,225,120,5,,
1617velv-wvcmp,4318,Green Machine Reloaded,12,4,405,150,5,F1,
1617velv-wvcmp,5414,Tri Robotics,13,4,250,175,5,S1,
1617velv-wvcmp,9872,(In)Formal Logic,14,4,225,110,5,S2,
1617velv-wvcmp,4106,Supposable Thumbs,15,4,200,130,5,,
1617velv-wvcmp,11261,Protectors of Rupert,16,4,185,90,5,,
1617velv-wvcmp,10353,Metal Works,17,4,155,135,5,,
1617velv-wvcmp,6987,HatTrix,18,2,295,85,5,,
1617velv-wvcmp,8498,The Evil Purple Sox,19,2,210,110,5,,
1617velv-wvcmp,118,Steel Hornets,20,2,155,90,5,,
1617velv-wvcmp,8395,ARC Systems,21,0,255,85,5,,
