TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-casdpr,8471,The Ducks,1,12,436,235,6,,
1617velv-casdpr,6137,RoBowties,2,10,400,235,6,,
1617velv-casdpr,3650,Torrey Techies,3,8,335,135,6,,
1617velv-casdpr,7159,Robo Ravens,4,8,241,120,6,,
1617velv-casdpr,6016,Ironwolves,5,6,345,165,6,,
1617velv-casdpr,5131,Pointers,6,6,307,130,6,,
1617velv-casdpr,12406,Hakuna Automata,7,6,240,95,6,,
1617velv-casdpr,10793,Voltrons,8,6,235,120,6,,
1617velv-casdpr,4262,Ridgebots,9,6,235,96,6,,
1617velv-casdpr,4278,De.Evolution,10,6,175,150,6,,
1617velv-casdpr,3513,Domo Arigato,11,4,260,120,6,,
1617velv-casdpr,12405,Game of Drones,12,4,241,175,6,,
1617velv-casdpr,9367,Torrey Techies White,13,4,210,60,6,,
1617velv-casdpr,10564,iMiddle Robotics,14,4,201,120,6,,
1617velv-casdpr,9266,Pyrobots,15,4,196,135,6,,
1617velv-casdpr,9837,Ravenettes,16,2,251,190,6,,
