TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-casdmd,9164,Zorrobots,1,10,305,130,6,,
1617velv-casdmd,11350,Sloth Slowbotics,2,9,250,100,6,,
1617velv-casdmd,8742,RoboTechs,3,8,260,85,6,,
1617velv-casdmd,11107,Wired Up,4,8,235,155,6,,
1617velv-casdmd,11328,Foothills Engineers,5,8,230,215,6,,
1617velv-casdmd,3712,Purple F.E.A.R. (Fierce Eagle Advanced Robotics),6,8,141,100,6,,
1617velv-casdmd,6074,RAWALA (Robot Assemblers With A Long Acronym),7,7,165,215,6,,
1617velv-casdmd,5540,Skynet,8,7,150,65,6,,
1617velv-casdmd,11938,GPA Eagles,9,6,216,122,6,,
1617velv-casdmd,9022,T-Wrecks,10,6,181,155,6,,
1617velv-casdmd,11278,Virtually Creative,11,4,241,95,6,,
1617velv-casdmd,8380,UC Robotics,12,4,205,75,6,,
1617velv-casdmd,11764,UC HIGH CENTURIONS,13,4,135,130,6,,
1617velv-casdmd,10390,STEM Scouts At-Large,14,3,120,41,6,,
1617velv-casdmd,8906,ROARbots,15,2,170,65,6,,
1617velv-casdmd,10221,Robotx,16,2,160,60,6,,
