TournamentCode,Num,Name,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-casd-lj1,10809,Crow Force 5,1,12,161,130,6,,1.00,67.0,59.6,
1617velv-casd-lj1,12073,The Trisectors,2,10,205,100,6,,0.83,33.4,33.1,
1617velv-casd-lj1,3650,Torrey Techies,3,8,165,130,6,,0.67,35.2,32.8,
1617velv-casd-lj1,4216,Rise of Hephaestus,4,8,156,90,6,,0.67,42.6,38.2,
1617velv-casd-lj1,8097,Botcats,5,8,151,80,6,,0.67,15.5,16.6,
1617velv-casd-lj1,11288,Seminerds,6,8,76,65,6,,0.67,9.1,11.0,
1617velv-casd-lj1,11128,Inspiration,7,6,182,60,6,,0.50,36.5,32.1,
1617velv-casd-lj1,3513,Domo Arigato,8,6,125,90,6,,0.50,26.6,24.7,
1617velv-casd-lj1,4278,De.Evolution,9,6,120,100,6,,0.50,15.1,17.3,
1617velv-casd-lj1,3712,Purple F.E.A.R. (Fierce Eagle Advanced Robotics),10,4,140,76,6,,0.33,4.1,6.9,
1617velv-casd-lj1,9367,Torrey Techies White,11,4,94,75,6,,0.33,10.8,12.3,
1617velv-casd-lj1,8742,RoboTechs,12,4,90,65,6,,0.33,12.2,12.5,
1617velv-casd-lj1,11411,Cherry Pi,13,4,71,70,6,,0.33,5.2,7.6,
1617velv-casd-lj1,9837,Ravenettes,14,2,130,46,6,,0.17,4.5,7.0,
1617velv-casd-lj1,7159,Robo Ravens,15,0,110,45,6,,0.00,-4.0,0.4,
