TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,BTot,R1Sur,R2Sur,B1Sur,B2Sur,
1617velv-casd-fp2-Q-1,Q-1,5-75 B,11285,8000,0,9022,10793,0,5,75,false,false,false,false,
1617velv-casd-fp2-Q-2,Q-2,90-30 R,7159,3513,0,2885,9837,0,90,30,false,false,false,false,
1617velv-casd-fp2-Q-3,Q-3,70-150 B,6137,4278,0,9441,9920,0,70,150,false,false,false,false,
1617velv-casd-fp2-Q-4,Q-4,95-65 R,8471,5135,0,10092,11285,0,95,65,false,false,false,false,
1617velv-casd-fp2-Q-5,Q-5,65-0 R,2885,8000,0,4278,9837,0,65,0,false,false,false,false,
1617velv-casd-fp2-Q-6,Q-6,150-140 R,6137,10793,0,8471,3513,0,150,140,false,false,false,false,
1617velv-casd-fp2-Q-7,Q-7,120-75 R,10092,9920,0,9441,9022,0,120,75,false,false,false,false,
1617velv-casd-fp2-Q-8,Q-8,50-50 T,5135,8000,0,7159,6137,0,50,50,false,false,false,false,
1617velv-casd-fp2-Q-9,Q-9,50-10 R,10092,9022,0,2885,3513,0,50,10,true,false,true,false,
1617velv-casd-fp2-Q-10,Q-10,10-58 B,4278,9920,0,5135,11285,0,10,58,false,false,false,false,
1617velv-casd-fp2-Q-11,Q-11,125-50 R,10793,9441,0,9837,7159,0,125,50,false,false,false,false,
1617velv-casd-fp2-Q-12,Q-12,175-40 R,8471,6137,0,2885,4278,0,175,40,false,false,false,false,
1617velv-casd-fp2-Q-13,Q-13,76-45 R,10092,5135,0,8000,10793,0,76,45,false,false,false,false,
1617velv-casd-fp2-Q-14,Q-14,85-115 B,8471,9022,0,9441,7159,0,85,115,false,false,false,false,
1617velv-casd-fp2-Q-15,Q-15,20-125 B,3513,9837,0,11285,9920,0,20,125,false,false,false,false,
1617velv-casd-fp2-Q-16,Q-16,75-45 R,10793,7159,0,4278,10092,0,75,45,false,false,false,false,
1617velv-casd-fp2-Q-17,Q-17,60-120 B,11285,2885,0,8000,9441,0,60,120,false,false,false,false,
1617velv-casd-fp2-Q-18,Q-18,35-206 B,9837,9022,0,6137,5135,0,35,206,false,false,false,false,
1617velv-casd-fp2-Q-19,Q-19,80-70 R,9920,3513,0,8471,8000,0,80,70,false,false,false,false,
1617velv-casd-fp2-Q-20,Q-20,60-180 B,7159,10092,0,6137,11285,0,60,180,false,false,false,false,
1617velv-casd-fp2-Q-21,Q-21,85-76 R,9441,2885,0,5135,3513,0,85,76,false,false,false,false,
1617velv-casd-fp2-Q-22,Q-22,80-65 R,8471,9837,0,9022,4278,0,80,65,false,false,false,false,
1617velv-casd-fp2-Q-23,Q-23,40-115 B,10793,10092,0,9920,2885,0,40,115,false,false,false,false,
