TournamentCode,Num,Name,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-casd-cmp,4216,Rise of Hephaestus,1,12,460,250,6,FC,1.00,144.9,132.5,
1617velv-casd-cmp,9920,Furious Falcons,2,10,540,180,6,SC,0.83,87.9,82.8,
1617velv-casd-cmp,6137,RoBowties,3,10,500,200,6,F1,0.83,72.9,73.2,
1617velv-casd-cmp,9441,Syndicate,4,10,486,210,6,WC,0.83,59.1,58.8,
1617velv-casd-cmp,5828,E.M.P. Chaos,5,10,435,215,6,,0.83,44.8,49.7,
1617velv-casd-cmp,11411,Cherry Pi,6,10,435,190,6,SC,0.83,80.9,74.2,
1617velv-casd-cmp,9164,Zorrobots,7,10,310,195,6,S2,0.83,74.9,71.8,
1617velv-casd-cmp,8606,RSF Intergalactic Dragons,8,9,550,195,6,S1,0.75,79.9,80.0,
1617velv-casd-cmp,7696,RSF Singularity,9,9,540,220,6,,0.75,118.6,105.7,
1617velv-casd-cmp,10092,Green.Griffins,10,8,705,215,6,F2,0.67,96.3,92.3,
1617velv-casd-cmp,8471,The Ducks,11,8,640,195,6,W1,0.67,106.8,96.0,
1617velv-casd-cmp,11107,Wired Up,12,8,295,185,6,,0.67,47.9,50.0,
1617velv-casd-cmp,5540,Skynet,13,7,595,210,6,,0.58,70.5,66.6,
1617velv-casd-cmp,8097,Botcats,14,7,590,220,6,,0.58,63.0,64.0,
1617velv-casd-cmp,9261,Level Up,15,6,820,250,6,S2,0.50,106.9,100.8,
1617velv-casd-cmp,3848,Shockwave,16,6,590,215,6,S1,0.50,62.0,64.5,
1617velv-casd-cmp,11212,The Clueless,17,6,590,155,6,W2,0.50,83.7,77.3,
1617velv-casd-cmp,12073,The Trisectors,18,6,505,240,6,,0.50,57.9,58.0,
1617velv-casd-cmp,3712,Purple F.E.A.R. (Fierce Eagle Advanced Robotics),19,6,441,195,6,,0.50,50.4,52.7,
1617velv-casd-cmp,11278,Virtually Creative,20,6,425,190,6,,0.50,70.4,65.6,
1617velv-casd-cmp,5015,Buffalo Wings,21,6,375,120,6,,0.50,11.6,19.3,
1617velv-casd-cmp,6016,Ironwolves,22,6,285,225,6,,0.50,31.7,34.9,
1617velv-casd-cmp,8742,RoboTechs,23,4,680,220,6,,0.33,82.2,80.7,
1617velv-casd-cmp,10809,Crow Force 5,24,4,525,195,6,,0.33,68.6,65.5,
1617velv-casd-cmp,9892,EngiNERDs,25,4,525,130,6,,0.33,29.4,34.8,
1617velv-casd-cmp,2885,Kronos,26,4,520,175,6,,0.33,48.2,52.2,
1617velv-casd-cmp,6074,RAWALA (Robot Assemblers With A Long Acronym),27,4,350,135,6,,0.33,17.1,23.9,
1617velv-casd-cmp,9022,T-Wrecks,28,4,345,165,6,,0.33,41.1,40.4,
1617velv-casd-cmp,9049,RoboPuffs,29,4,320,135,6,,0.33,34.6,35.7,
1617velv-casd-cmp,11128,Inspiration,30,2,475,170,6,,0.17,45.6,45.0,
1617velv-casd-cmp,5135,Team Uncopyrightable,31,2,431,135,6,,0.17,16.0,22.4,
1617velv-casd-cmp,10221,Robotx,32,2,376,95,6,,0.17,14.8,21.7,
1617velv-casd-cmp,8039,Return of the Adrenaline Snails,33,2,365,160,6,,0.17,11.1,18.7,
1617velv-casd-cmp,5229,Dragons,34,2,295,205,6,,0.17,5.6,17.9,
1617velv-casd-cmp,3650,Torrey Techies,35,2,250,125,6,,0.17,26.6,27.3,
1617velv-casd-cmp,4262,Ridgebots,36,0,435,150,6,,0.00,22.8,27.4,
