TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,BTot,
1617velv-casd-pr-Q-1,Q-1,30-120 B,12406,12405,0,7159,3513,0,30,120,
1617velv-casd-pr-Q-2,Q-2,190-30 R,6137,9837,0,10793,10564,0,190,30,
1617velv-casd-pr-Q-3,Q-3,96-90 R,4262,5131,0,6016,3650,0,96,90,
1617velv-casd-pr-Q-4,Q-4,150-30 R,4278,8471,0,9367,9266,0,150,30,
1617velv-casd-pr-Q-5,Q-5,100-25 R,3650,10564,0,6016,10793,0,100,25,
1617velv-casd-pr-Q-6,Q-6,85-175 B,9837,4262,0,8471,12405,0,85,175,
1617velv-casd-pr-Q-7,Q-7,70-30 R,3513,12406,0,5131,4278,0,70,30,
1617velv-casd-pr-Q-8,Q-8,135-60 R,6137,9266,0,7159,9367,0,135,60,
1617velv-casd-pr-Q-9,Q-9,46-120 B,5131,12405,0,10564,8471,0,46,120,
1617velv-casd-pr-Q-10,Q-10,135-55 R,3650,6137,0,9266,12406,0,135,55,
1617velv-casd-pr-Q-11,Q-11,60-50 R,6016,9367,0,3513,9837,0,60,50,
1617velv-casd-pr-Q-12,Q-12,120-0 R,10793,7159,0,4278,4262,0,120,0,
1617velv-casd-pr-Q-13,Q-13,25-55 B,12405,10564,0,5131,9367,0,25,55,
1617velv-casd-pr-Q-14,Q-14,90-30 R,10793,4262,0,9266,3513,0,90,30,
1617velv-casd-pr-Q-15,Q-15,75-110 B,9837,3650,0,4278,6137,0,75,110,
1617velv-casd-pr-Q-16,Q-16,165-95 R,6016,8471,0,7159,12406,0,165,95,
1617velv-casd-pr-Q-17,Q-17,80-45 R,10793,3650,0,12405,9367,0,80,45,
1617velv-casd-pr-Q-18,Q-18,75-11 R,7159,9266,0,9837,5131,0,75,11,
1617velv-casd-pr-Q-19,Q-19,70-30 R,12406,4278,0,4262,10564,0,70,30,
1617velv-casd-pr-Q-20,Q-20,75-235 B,6016,3513,0,6137,8471,0,75,235,
1617velv-casd-pr-Q-21,Q-21,0-70 B,9367,9837,0,4262,12406,0,0,70,
1617velv-casd-pr-Q-22,Q-22,130-105 R,8471,5131,0,10793,6137,0,130,105,
1617velv-casd-pr-Q-23,Q-23,45-115 B,3513,10564,0,7159,3650,0,45,115,
1617velv-casd-pr-Q-24,Q-24,10-95 B,9266,4278,0,6016,12405,0,10,95,
