TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,BTot,R1Sur,R2Sur,B1Sur,B2Sur,
1617velv-casd-lj1-Q-1,Q-1,70-46 R,4216,11411,0,3712,3650,0,70,46,false,false,false,false,
1617velv-casd-lj1-Q-2,Q-2,30-100 B,9837,3513,0,4278,12073,0,30,100,false,false,false,false,
1617velv-casd-lj1-Q-3,Q-3,65-5 R,8742,11288,0,9367,7159,0,65,5,false,false,false,false,
1617velv-casd-lj1-Q-4,Q-4,46-80 B,11128,9837,0,8097,10809,0,46,80,false,false,false,false,
1617velv-casd-lj1-Q-5,Q-5,5-90 B,8742,9367,0,3513,4216,0,5,90,false,false,false,false,
1617velv-casd-lj1-Q-6,Q-6,30-10 R,12073,11128,0,11411,3650,0,30,10,false,false,false,false,
1617velv-casd-lj1-Q-7,Q-7,15-5 R,11288,8097,0,3712,4278,0,15,5,false,false,false,false,
1617velv-casd-lj1-Q-8,Q-8,5-75 B,7159,11411,0,10809,9367,0,5,75,false,false,false,false,
1617velv-casd-lj1-Q-9,Q-9,36-40 B,3712,11128,0,12073,11288,0,36,40,true,false,true,false,
1617velv-casd-lj1-Q-10,Q-10,35-130 B,3513,4278,0,10809,3650,0,35,130,false,false,false,false,
1617velv-casd-lj1-Q-11,Q-11,60-30 R,4216,8742,0,9837,8097,0,60,30,false,false,false,false,
1617velv-casd-lj1-Q-12,Q-12,45-55 B,7159,11128,0,3513,12073,0,45,55,false,false,false,false,
1617velv-casd-lj1-Q-13,Q-13,70-5 R,4278,10809,0,3712,9367,0,70,5,false,false,false,false,
1617velv-casd-lj1-Q-14,Q-14,10-35 B,11288,11411,0,4216,8097,0,10,35,false,false,false,false,
1617velv-casd-lj1-Q-15,Q-15,20-0 R,3650,9837,0,8742,7159,0,20,0,false,false,false,false,
1617velv-casd-lj1-Q-16,Q-16,85-20 R,12073,10809,0,11288,4216,0,85,20,false,false,false,false,
1617velv-casd-lj1-Q-17,Q-17,21-10 R,8097,3712,0,7159,3513,0,21,10,false,false,false,false,
1617velv-casd-lj1-Q-18,Q-18,0-60 B,8742,4278,0,11411,11128,0,0,60,false,false,false,false,
1617velv-casd-lj1-Q-19,Q-19,55-24 R,3650,9367,0,9837,3712,0,55,24,false,false,false,false,
1617velv-casd-lj1-Q-20,Q-20,45-60 B,4216,7159,0,11128,4278,0,45,60,false,false,false,false,
1617velv-casd-lj1-Q-21,Q-21,50-75 B,8097,9367,0,3650,12073,0,50,75,false,false,false,false,
1617velv-casd-lj1-Q-22,Q-22,40-0 R,11288,3513,0,9837,11411,0,40,0,false,false,false,false,
1617velv-casd-lj1-Q-23,Q-23,76-50 R,10809,3712,0,8742,12073,0,76,50,false,false,false,false,
