TournamentCode,Num,Name,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-casd-set,4216,Rise of Hephaestus,1,10,286,130,6,,0.83,60.4,54.7,
1617velv-casd-set,11212,The Clueless,2,10,272,125,6,,0.83,63.4,56.4,
1617velv-casd-set,3848,Shockwave,3,9,282,90,6,,0.75,43.0,39.3,
1617velv-casd-set,11411,Cherry Pi,4,8,146,120,6,,0.67,22.8,24.4,
1617velv-casd-set,4262,Ridgebots,5,7,281,80,6,,0.58,31.2,31.0,
1617velv-casd-set,9266,Pyrobots,6,7,201,70,6,,0.58,12.9,14.3,
1617velv-casd-set,6074,RAWALA (Robot Assemblers With A Long Acronym),7,7,172,60,6,,0.58,0.9,6.7,
1617velv-casd-set,12073,The Trisectors,8,6,281,80,6,,0.50,24.1,25.4,
1617velv-casd-set,9164,Zorrobots,9,5,320,130,6,,0.42,54.7,50.1,
1617velv-casd-set,10221,Robotx,10,4,235,85,6,,0.33,7.5,11.9,
1617velv-casd-set,11350,Sloth Slowbotics,11,4,218,90,6,,0.33,18.7,20.5,
1617velv-casd-set,11656,Neutron Stars,12,4,201,125,6,,0.33,33.6,31.8,
1617velv-casd-set,8906,ROARbots,13,4,197,50,6,,0.33,6.0,9.6,
1617velv-casd-set,11288,Seminerds,14,3,218,80,6,,0.25,12.4,13.5,
1617velv-casd-set,5131,Pointers,15,2,188,65,6,,0.17,11.2,12.5,
