TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-casdfp1,5229,Dragons,1,12,79,70,6,,
1617velv-casdfp1,10092,Green.Griffins,2,10,107,50,6,,
1617velv-casdfp1,4262,Ridgebots,3,10,63,40,6,,
1617velv-casdfp1,8039,Return of the Adrenaline Snails,4,8,74,54,6,,
1617velv-casdfp1,5540,Skynet,5,8,70,40,6,,
1617velv-casdfp1,5131,Pointers,6,6,54,40,6,,
1617velv-casdfp1,11278,Virtually Creative,7,6,45,50,6,,
1617velv-casdfp1,5135,Team Uncopyrightable,8,6,38,41,6,,
1617velv-casdfp1,9261,Level Up,9,4,103,40,6,,
1617velv-casdfp1,11107,Wired Up,10,4,86,45,6,,
1617velv-casdfp1,8000,Team Paradox3,11,4,70,50,6,,
1617velv-casdfp1,8380,UC Robotics,12,4,61,50,6,,
1617velv-casdfp1,11285,PATENT PENDING,13,4,42,70,6,,
1617velv-casdfp1,9266,Pyrobots,14,2,71,40,6,,
1617velv-casdfp1,10564,iMiddle Robotics,15,2,45,50,6,,
