Date,Event Name,Event Region,Event Type,Division,Match Type,Match Number,Red Team 1,Red Team 2,Red Team 3,Blue Team 1,Blue Team 2,Blue Team 3,Red 1 no show / DQ ,Red 2 no show / DQ ,Red 3 no show / DQ ,Red 1 Yellow Card,Red 2 Yellow Card,Red 3 Yellow Card,Blue 1 no show / DQ ,Blue 2 no show / DQ ,Blue 3 no show / DQ ,Blue 1 Yellow Card,Blue 2 Yellow Card,Blue 3 Yellow Card,Red 1 Surrogate,Red 2 Surrogate,Red 3 Surrogate,Blue 1 Surrogate,Blue 2 Surrogate,Blue 3 Surrogate,Match saved flag,Autonomous Beacon Claimed,Autonomous Cap Ball removed,Autonomous particles scored in Center Vortex,Autonomous Particles scored in Corner Vortex,Autonomous Robot 1 location,Autonomous Robot 2 location,Driver controlled Beacons Claimed,Driver Controlled – Particles Scored in Center Vortex,Driver Controlled – Particles scored in Corner Vortex,End Game – Cap Ball,Minor Penalty Incurred,Major Penalty Incurred,Minor Penalty Awarded,Major Penalty Awarded,Autonomous Beacon Claimed,Autonomous Cap Ball removed,Autonomous particles scored in Center Vortex,Autonomous Particles scored in Corner Vortex,Autonomous Robot 1 location,Autonomous Robot 2 location,Driver controlled Beacons Claimed,Driver Controlled – Particles Scored in Center Vortex,Driver Controlled – Particles scored in Corner Vortex,End Game – Cap Ball,Minor Penalty Incurred,Major Penalty Incurred,Minor Penalty Awarded,Major Penalty Awarded
12/4/2016,San Jose FTC QT - The Play Space,California - NorCal,Qualifying Tournament,1,1,10,6818,9727,0,11521,7303,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,1,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,3,0,0,2,0,0,0,0
12/4/2016,San Jose FTC QT - The Play Space,California - NorCal,Qualifying Tournament,1,1,11,10434,3791,0,10320,11550,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,1,0,0,0,0,0,0,0,0,1,0,TRUE,0,0,0,0,3,0,0,0,0,1,0,0
12/4/2016,San Jose FTC QT - The Play Space,California - NorCal,Qualifying Tournament,1,1,12,11363,11387,0,11527,6818,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,4,0,1,0,1,0,0,0,0,TRUE,0,0,3,0,0,0,1,0,0,0,1,0
12/4/2016,San Jose FTC QT - The Play Space,California - NorCal,Qualifying Tournament,1,1,13,11521,11516,0,11550,7641,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,1,0,2,0,0,0,1,0,0,1,0,FALSE,0,0,0,0,1,0,0,1,0,1,1,0
12/4/2016,San Jose FTC QT - The Play Space,California - NorCal,Qualifying Tournament,1,1,14,4998,12009,0,3791,7303,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,2,0,1,0,1,4,0,0,0,0,0,0,0,FALSE,0,0,0,0,2,0,0,3,0,0,0,0
12/4/2016,San Jose FTC QT - The Play Space,California - NorCal,Qualifying Tournament,1,1,15,10320,10434,0,11363,9727,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,2,0,0,0,1,0,0,0,0,TRUE,0,0,1,0,2,0,1,0,0,0,1,0
12/4/2016,San Jose FTC QT - The Play Space,California - NorCal,Qualifying Tournament,1,1,16,11550,12009,0,11387,11527,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,1,0,1,0,0,0,0,0,0,0,0,TRUE,0,0,1,0,3,0,0,0,0,0,0,0
12/4/2016,San Jose FTC QT - The Play Space,California - NorCal,Qualifying Tournament,1,1,17,7641,7303,0,10320,11363,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,0,1,3,0,0,0,2,0,0,0,0,FALSE,0,0,0,0,1,0,0,0,0,0,2,0
12/4/2016,San Jose FTC QT - The Play Space,California - NorCal,Qualifying Tournament,1,1,18,4998,6818,0,9727,11516,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,1,0,1,3,2,2,0,0,0,0,1,0,0,TRUE,0,0,1,0,2,0,0,0,1,0,0,0
12/4/2016,San Jose FTC QT - The Play Space,California - NorCal,Qualifying Tournament,1,1,19,11521,3791,0,10434,11387,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,0,0,4,0,0,0,0,0,1,0,0,TRUE,1,0,1,0,0,0,1,0,1,0,0,0
12/4/2016,San Jose FTC QT - The Play Space,California - NorCal,Qualifying Tournament,1,3,11,4998,7303,0,11521,3791,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,2,0,1,0,1,3,0,2,0,0,0,0,0,TRUE,0,0,1,0,3,1,0,0,0,0,0,0
12/4/2016,San Jose FTC QT - The Play Space,California - NorCal,Qualifying Tournament,1,3,12,4998,7303,0,11521,3791,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,2,0,0,0,0,3,0,3,0,0,0,0,0,TRUE,0,0,1,0,4,1,0,0,0,0,0,0
12/4/2016,San Jose FTC QT - The Play Space,California - NorCal,Qualifying Tournament,1,3,21,11527,7641,0,11387,12009,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0,0,1,0,3,0,1,0,0,0,0,0
12/4/2016,San Jose FTC QT - The Play Space,California - NorCal,Qualifying Tournament,1,3,22,11527,7641,0,11387,12009,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,3,0,2,0,0,0,0,0,1,0,0,TRUE,0,0,1,0,2,0,0,0,1,0,0,0
12/4/2016,San Jose FTC QT - The Play Space,California - NorCal,Qualifying Tournament,1,3,23,11527,7641,0,11387,12009,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,1,0,2,0,0,0,0,0,1,1,0,TRUE,0,0,1,0,2,0,0,0,1,1,0,0
12/4/2016,San Jose FTC QT - The Play Space,California - NorCal,Qualifying Tournament,1,4,1,4998,7303,0,11527,7641,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,2,0,1,0,0,6,0,3,0,0,0,0,0,TRUE,0,0,1,0,4,0,0,0,0,0,0,0
12/4/2016,San Jose FTC QT - The Play Space,California - NorCal,Qualifying Tournament,1,4,2,4998,7303,0,11527,7641,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,2,0,1,0,0,5,0,3,0,0,0,0,0,TRUE,0,0,1,0,4,0,0,0,0,0,0,0
12/4/2016,Canton High School Qualifier,Massachusetts,Qualifying Tournament,1,1,1,10278,6055,0,11358,3615,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,2,0,1,0,4,12,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,2,0,0,0,0,0
12/4/2016,Canton High School Qualifier,Massachusetts,Qualifying Tournament,1,1,2,3565,5273,0,4410,11359,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,1,2,0,0,1,0,0,0,0,FALSE,0,0,0,0,0,0,4,0,0,0,1,0
12/4/2016,Canton High School Qualifier,Massachusetts,Qualifying Tournament,1,1,3,9725,4410,0,6770,10331,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,1,0,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,3,0,0,0,0,0,0,0
12/4/2016,Canton High School Qualifier,Massachusetts,Qualifying Tournament,1,1,4,11358,10331,0,5273,3615,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,4,0,0,0,0,0,0,0
12/4/2016,Canton High School Qualifier,Massachusetts,Qualifying Tournament,1,1,5,6770,3565,0,10278,9725,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,1,1,2,0,0,0,0,0
12/4/2016,Canton High School Qualifier,Massachusetts,Qualifying Tournament,1,1,6,6055,3615,0,11359,3565,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,TRUE,2,0,1,0,4,8,0,0,0,0,0,0,0,TRUE,0,0,1,0,0,0,1,0,0,0,0,0
12/4/2016,Canton High School Qualifier,Massachusetts,Qualifying Tournament,1,1,7,6770,6055,0,9725,5273,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,1,0,0,0,0,0,1,1,TRUE,2,0,0,1,4,12,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,1,0,0,0,0,0,0
12/4/2016,Canton High School Qualifier,Massachusetts,Qualifying Tournament,1,1,8,10278,11359,0,11358,4410,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,1,0,4,0,0,0,0,0,0,TRUE,0,0,1,0,3,0,3,0,0,0,0,0
12/4/2016,Canton High School Qualifier,Massachusetts,Qualifying Tournament,1,1,9,11358,6770,0,10331,3565,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,4,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0
12/4/2016,Canton High School Qualifier,Massachusetts,Qualifying Tournament,1,1,10,9725,3615,0,5273,4410,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,4,1,0,0,0,0,0,0,0,TRUE,0,0,3,1,0,0,0,0,0,0,0,0
12/4/2016,Canton High School Qualifier,Massachusetts,Qualifying Tournament,1,1,11,10278,10331,0,6055,11359,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,0,0,6,0,0,0,0,0,1,TRUE,2,0,1,0,1,10,0,0,0,0,0,0
12/4/2016,Canton High School Qualifier,Massachusetts,Qualifying Tournament,1,1,12,4410,6770,0,6055,11358,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,1,TRUE,2,0,1,0,4,9,0,0,0,0,0,0
12/4/2016,Canton High School Qualifier,Massachusetts,Qualifying Tournament,1,1,13,5273,10331,0,10278,3565,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,3,2,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,2,0,0,0,0,0
12/4/2016,Canton High School Qualifier,Massachusetts,Qualifying Tournament,1,1,14,11359,3615,0,9725,6770,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,1,0,2,0,2,0,2,0,0,0,0,FALSE,0,0,0,0,1,0,0,0,0,0,2,0
12/4/2016,Canton High School Qualifier,Massachusetts,Qualifying Tournament,1,3,11,6055,3615,0,10278,11359,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,TRUE,2,0,1,0,4,16,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,5,0,0,0,0,0
12/4/2016,Canton High School Qualifier,Massachusetts,Qualifying Tournament,1,3,12,6055,3615,0,10278,11359,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,TRUE,2,0,1,0,4,12,0,0,0,0,0,0,0,TRUE,0,0,1,0,0,0,3,0,0,0,0,0
12/4/2016,Canton High School Qualifier,Massachusetts,Qualifying Tournament,1,3,21,11358,4410,0,5273,9725,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,1,0,3,0,4,0,0,0,0,0,0,TRUE,0,0,1,0,0,0,0,0,0,0,0,0
12/4/2016,Canton High School Qualifier,Massachusetts,Qualifying Tournament,1,3,22,11358,4410,0,5273,9725,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,1,0,2,0,2,0,0,0,0,0,0,TRUE,0,0,1,0,1,0,0,0,0,0,0,0
12/4/2016,Canton High School Qualifier,Massachusetts,Qualifying Tournament,1,4,1,6055,3615,0,11358,4410,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,TRUE,2,0,1,0,2,11,0,0,0,0,0,0,0,TRUE,0,0,1,0,2,0,4,0,0,0,0,0
12/4/2016,Canton High School Qualifier,Massachusetts,Qualifying Tournament,1,4,2,6055,3615,0,11358,4410,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,TRUE,2,0,1,0,1,12,0,0,1,0,0,0,0,TRUE,0,0,1,0,3,0,0,0,0,0,1,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,1,9042,9244,0,10096,6936,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,FALSE,0,0,0,0,2,0,4,0,0,0,0,0,0,TRUE,1,0,0,0,2,0,0,3,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,2,7071,10582,0,11451,11306,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,0,0,4,0,0,0,0,0,0,0,0,TRUE,0,0,0,1,0,0,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,3,8405,6719,0,7433,7149,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,2,TRUE,1,0,0,1,3,0,0,0,1,0,0,0,0,TRUE,0,0,0,3,1,3,0,3,0,0,1,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,4,9971,7959,0,7312,4390,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,TRUE,1,0,0,0,2,10,0,1,0,0,0,0,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,5,6337,5573,0,3415,10919,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,0,0,3,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,1,0,0,1,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,6,9999,11304,0,7026,5398,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,TRUE,1,0,0,1,1,4,0,0,1,0,0,0,1,TRUE,0,0,0,1,3,0,0,0,0,0,1,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,7,6069,3567,0,5873,4890,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,1,0,1,0,4,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,1,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,8,4102,6110,0,7311,11257,0,0,1,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,1,4,0,3,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,9,5332,3774,0,9927,8405,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,1,0,0,0,2,0,0,0,0,0,0,0,2,TRUE,2,0,0,3,2,1,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,10,10096,7071,0,6719,9999,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0,0,1,0,4,5,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,11,6936,7433,0,5873,5573,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,0,1,0,1,0,0,0,0,0,1,0,TRUE,0,0,0,1,1,0,0,0,0,1,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,12,7311,3415,0,7312,5398,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,1,FALSE,1,0,0,0,3,5,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,13,6337,3567,0,10582,7959,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,4,0,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,14,4890,11304,0,3774,4102,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,4,0,0,1,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,15,4390,9927,0,11306,9042,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,0,1,2,2,0,0,0,0,0,0,0,TRUE,0,0,1,3,1,0,1,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,16,5332,10919,0,11257,9244,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,1,0,0,0,0,1,0,0,0,TRUE,0,0,0,1,3,0,0,0,0,0,0,1
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,17,7026,7149,0,6110,11451,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,FALSE,0,0,0,1,4,2,0,3,0,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,18,6069,7311,0,9971,7071,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,2,0,0,0,2,0,0,0,0,0,0,0,2,TRUE,1,0,0,0,2,9,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,19,9927,7959,0,6936,11304,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,1,0,0,0,0,0,1,0,TRUE,0,2,3,1,4,0,0,0,0,0,0,0,0,FALSE,0,0,1,0,0,0,0,1,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,20,5398,4102,0,6337,7433,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,2,0,0,0,2,1,0,2,0,0,2,0,0,FALSE,0,0,0,0,2,0,0,0,2,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,21,10919,10582,0,8405,4890,0,0,0,0,FALSE,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,0,1,2,0,2,0,0,0,0,0,2,TRUE,1,0,1,0,2,0,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,22,11306,10096,0,5573,3567,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,1,0,3,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,23,9999,6069,0,7312,5332,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,2,0,1,0,3,2,0,0,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,24,4390,11451,0,6719,11257,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,0,1,2,1,0,0,0,0,0,0,1,TRUE,0,0,0,1,2,2,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,25,6110,5873,0,9042,3774,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,FALSE,0,0,0,0,3,2,0,0,0,0,0,0,1,TRUE,0,0,0,3,1,0,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,26,9971,9244,0,3415,7149,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,2,TRUE,0,0,1,0,1,8,0,0,0,0,0,0,0,FALSE,0,0,1,0,1,0,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,27,7026,4102,0,10582,6069,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,2,TRUE,2,0,0,0,2,1,0,0,1,0,0,0,0,TRUE,0,0,0,0,2,0,0,0,0,0,1,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,28,11306,4890,0,7311,5332,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,3,0,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,29,9042,6337,0,11257,9999,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,1,1,2,0,2,0,0,0,0,0,0,TRUE,1,0,1,0,2,0,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,30,9927,10919,0,10096,7433,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,2,0,3,0,4,5,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,31,5398,6110,0,9971,5573,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,2,FALSE,0,0,0,0,3,2,0,0,0,0,0,1,0,FALSE,1,0,0,0,1,5,0,1,0,1,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,32,4390,3774,0,6936,7149,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,3,0,0,0,0,0,0,0,0,FALSE,0,0,0,3,0,0,0,3,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,33,7312,8405,0,3567,7071,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,2,TRUE,2,0,0,1,2,0,0,0,0,0,0,0,1,TRUE,0,0,0,0,2,0,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,34,7959,7026,0,9244,6719,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,TRUE,1,0,1,0,4,1,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,4,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,35,5873,11451,0,3415,11304,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,0,1,4,1,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0
12/4/2016,Robo-CATastrophe VI Qualifier ,New Jersey,Qualifying Tournament,1,1,36,5573,11257,0,6069,9927,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,1,0,1,0,1,0,0,0,0,0,0,FALSE,1,0,0,3,3,1,0,0,0,0,0,0
