12/03/2016,Florida ROBOT Coleman Chaos,Florida,Meet,1,fl,rcc,x,fl-rcc,FL,D
12/17/2016,Florida ROBOT Keystone Kinetics,Florida,Meet,1,fl,rkk,x,fl-rkk,FL,D
01/14/2017,Florida ROBOT League Championship,Florida,League Championship,1,fl,rlcmp,x,fl-rlcmp,FL,D
11/05/2016,Florida ROBOT Middleton Madness,Florida,Meet,1,fl,rmm,x,fl-rmm,FL,D
12/17/2016,Florida South Cypress Bay,Florida,Meet,1,fl,scb,x,fl-scb,FL,D
01/28/2017,Florida South League Championship,Florida,League Championship,1,fl,slcmp,x,fl-slcmp,FL,D
11/19/2016,Florida South Panther Robotics,Florida,Meet,1,fl,spr,x,fl-spr,FL,D
11/19/2016,Florida Spacecoast M1,Florida,Meet,1,fl,sc1,x,fl-sc1,FL,D
12/03/2016,Florida Spacecoast M2,Florida,Meet,1,fl,sc2,x,fl-sc2,FL,D
01/14/2017,Florida Spacecoast M3,Florida,Meet,1,fl,sc3,x,fl-sc3,FL,D
01/28/2017,Florida Spacecoast League Championship,Florida,League Championship,1,fl,sclcmp,x,fl-sclcmp,FL,D
11/12/2016,Florida TBTA Pinellas M1,Florida,Meet,1,fl,tbta1,x,fl-tbta1,FL,D
12/03/2016,Florida TBTA Pinellas M2,Florida,Meet,1,fl,tbta2,x,fl-tbta2,FL,D
12/17/2016,Florida TBTA Pinellas M3,Florida,Meet,1,fl,tbta3,x,fl-tbta3,FL,D
01/21/2017,Florida TBTA Pinellas League Championship,Florida,League Championship,1,fl,tbtalcmp,x,fl-tbtalcmp,FL,D
11/13/2016,Florida Tesla M1,Florida,Meet,1,fl,t1,x,fl-t1,FL,D
12/04/2016,Florida Tesla M2,Florida,Meet,1,fl,t2,x,fl-t2,FL,D
01/07/2017,Florida Tesla M3,Florida,Meet,1,fl,t3,x,fl-t3,FL,D
01/28/2017,Florida Tesla League Championship,Florida,League Championship,1,fl,tlcmp,x,fl-tlcmp,FL,D
01/21/2017,Alabama Championship,Alabama,Championship,1,al,cmp,x,al-cmp,AL,D
01/14/2017,Mississippi Flowood,Mississippi,Qualifying Tournament,1,ms,fl,x,ms-fl,MS,D
11/5/2016,Michigan Big Rapids,Michigan,Qualifying Tournament,1,mi,br,x,mi-br,MI,D
11/5/2016,Michigan Canton,Michigan,Qualifying Tournament,1,mi,ca,x,mi-ca,MI,D
11/12/2016,Michigan Great Lake Bay,Michigan,Qualifying Tournament,1,mi,gl,x,mi-gl,MI,D
11/12/2016,Michigan Petoskey,Michigan,Qualifying Tournament,1,mi,pe,x,mi-pe,MI,D
11/19/2016,Michigan Novi,Michigan,Qualifying Tournament,1,mi,no,x,mi-no,MI,D
11/19/2016,Michigan Marysville,Michigan,Qualifying Tournament,1,mi,mary,x,mi-mary,MI,D
11/19/2016,Michigan Mason,Michigan,Qualifying Tournament,1,mi,mas,x,mi-mas,MI,D
12/03/2016,Michigan Allendale,Michigan,Qualifying Tournament,1,mi,al,x,mi-al,MI,D
12/03/2016,Michigan Howell,Michigan,Qualifying Tournament,1,mi,ho,x,mi-ho,MI,D
12/03/2016,Michigan Coloma,Michigan,Qualifying Tournament,1,mi,col,x,mi-col,MI,D
12/03/2016,Michigan Kettering,Michigan,Qualifying Tournament,1,mi,ket,x,mi-ket,MI,D
12/10/2016,Michigan Bedford,Michigan,Qualifying Tournament,1,mi,be,x,mi-be,MI,D
12/10/2016,Michigan Concord,Michigan,Qualifying Tournament,1,mi,con,x,mi-con,MI,D
12/10/2016,Michigan Kentwood,Michigan,Qualifying Tournament,1,mi,kent,x,mi-kent,MI,D
12/10/2016,Michigan Detroit,Michigan,Qualifying Tournament,1,mi,det,x,mi-det,MI,D
12/17/2016,Michigan Championship Edison,Michigan,Championship,1,mi,cmpd1,d1,mi-cmpd1,MI,D
12/17/2016,Michigan Championship Franklin,Michigan,Championship,2,mi,cmpd2,d2,mi-cmpd2,MI,D
12/17/2016,Michigan Championship Finals,Michigan,Championship,0,mi,cmpd0,d0,mi-cmpd0,MI,D
