TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-miho,8533,CSPA Miners,1,10,283,240,5,FC,1.00,102.7,90.6,
1617velv-miho,5290,Steel Eagles,2,10,242,135,5,F1,1.00,72.3,64.1,
1617velv-miho,10803,McU-Bots,3,10,180,136,5,SC,1.00,31.2,34.2,
1617velv-miho,8593,No Limits,4,10,167,155,5,WC,1.00,41.4,42.5,
1617velv-miho,10538,Team KILT,5,10,160,180,5,SC,1.00,69.9,67.1,
1617velv-miho,7693,TECHNADOS,6,8,207,175,5,W1,0.80,64.1,57.2,
1617velv-miho,11637,Grease Wolves,7,8,200,120,5,,0.80,36.3,35.8,
1617velv-miho,10016,Clarkston Robowolves,8,8,176,105,5,W2,0.80,31.1,31.4,
1617velv-miho,5957,Sonic Eagles,9,8,175,180,5,S1,0.80,83.5,71.2,
1617velv-miho,10614,Marysville Jr-ViBots,10,6,260,115,5,,0.60,49.2,44.8,
1617velv-miho,10019,Eppler Robo-TICS,11,6,242,240,5,,0.60,44.9,43.4,
1617velv-miho,11691,Scripps Dragons,12,6,222,80,5,F2,0.60,36.1,35.3,
1617velv-miho,11193,Flying DutchBots,13,6,200,100,5,,0.60,52.6,47.5,
1617velv-miho,11739,Cyborg Wolves,14,6,160,165,5,,0.60,33.4,35.8,
1617velv-miho,10546,Knightmares,15,6,141,55,5,,0.60,16.8,18.9,
1617velv-miho,8688,Marysville Jr Vi-Bots,16,4,380,110,5,,0.40,78.3,67.0,
1617velv-miho,7140,2 Liggett 2 Quit,17,4,255,135,5,,0.40,23.2,27.7,
1617velv-miho,8531,GA Bots,18,4,253,115,5,,0.40,12.3,17.3,
1617velv-miho,9020,iCreek,19,4,251,110,5,,0.40,19.4,23.7,
1617velv-miho,11367,Omegabots,20,4,250,85,5,,0.40,29.0,30.9,
1617velv-miho,11360,Space Unicorns,21,4,234,85,5,,0.40,28.3,28.7,
1617velv-miho,7688,Clarkston Crew,22,4,231,90,5,S2,0.40,21.0,23.4,
1617velv-miho,11705,JC Strong Bots,23,4,196,75,5,,0.40,-12.2,1.0,
1617velv-miho,8646,Team KAOS,24,4,190,85,5,S2,0.40,28.8,28.8,
1617velv-miho,6225,Synergy,25,4,175,175,5,,0.40,28.2,28.4,
1617velv-miho,11618,Chelsea Gremlins,26,4,140,105,5,,0.40,14.9,18.2,
1617velv-miho,11729,Chelsea Crash,27,4,108,40,5,,0.40,-11.5,-2.3,
1617velv-miho,11129,RoboTitans,28,2,221,80,5,S1,0.20,28.5,26.7,
1617velv-miho,10812,STEM-Bots,29,2,173,65,5,,0.20,15.5,17.7,
1617velv-miho,11305,Vallibots,30,2,170,72,5,,0.20,24.8,24.3,
1617velv-miho,11617,Chelsea Glitch,31,2,165,95,5,,0.20,16.5,16.1,
1617velv-miho,7643,Tiger Tech,32,2,151,85,5,,0.20,29.1,26.5,
1617velv-miho,10805,MicroCreek,33,2,129,61,5,,0.20,21.2,20.7,
1617velv-miho,11356,Robosonics,34,2,122,50,5,,0.20,9.5,12.1,
1617velv-miho,10545,Atomic Bombs,35,0,160,65,5,,0.00,-2.6,4.9,
1617velv-miho,7031,Battle Blazers,36,0,87,32,5,,0.00,-1.4,3.4,
